id,scheda,nctn,inventario,suffisso,cmpd,titolo,deso,l3,l4,piano,sala,contenitore,comune,via,geonote,dtzgi,dtzgf,dtzs,dtsi,dtsf,stcc,oss
1698,,348909,20353,,29/07/2020,Contursi-348909,"Guttus apulo a figure rosse. Labbro revoluto con bordo modanato, breve collo cilindrico, corpo globulare, beccucio conico impostato a metà altezza, piede ad anello, ansa a nastro rimontante al di sopra dell'orlo. Decorazione a linguette sul bordo del labbro e all'attacco del beccuccio. Scena figurata inquadrata inferiormente da una fascia a meandri e croci e superiormente da un tralcio di foglie di vite che si sviluppa lungo il diametro del collo. Lato A: attori fliacici a colloquio. L'attore di sinstra, ammantanto, è poggiato a un bastone; l'altro è tiene nelle mani una torcia accesa e una situla. Lato B: scena teatrale raffigurante un Centauro che attacca un Lapita con un bastone. L'officina, probabilmente tarentina, sembrerebbe la stessa dell'olpe n. inv. 4656",43,516,2,28,99,108,,,26,26,3,-361,-340,2,"tomba,23.04.1926"
1699,,348910,20424,,20/03/2020,Contursi-348910,"Oinochoe apula a figure rosse. Bocca trilobata, corpo globulare, piede ad anello, ansa a nastro con costolatura mediana. Decorazione a figure rosse delimitata superiormente da ovoli. La scena figurata rappresenta un fliace vestito di corta tunica, con phallos pendente, che riene con una mano un timpano e con l'altra uno specchio che porge a una figura femminile riccamente abbigliara, seduta, con patera in mano.",43,547,2,28,99,108,,Contrada Montedoro,26,26,3,-361,-340,2,1928
1700,,348912,52571,,19/11/2020,Contursi-348912,"Oinochoe apula a figure rosse. Bocca trilobata, corpo globulare, piede ad anello, ansa a nastro con costolatura mediana. Decorazione a figure rosse delimitata superiormente da ovoli. La scena figurata rappresenta una figura maschile nuda, panciuta, con il membro sproporzionato rispetto alle gambe, che corre verso sinistra. La testa è grande, contornata da un'ampia chioma scompigliata; il naso è camuso. Attribuita da Trendall al Pittore di Felton.",43,547,2,28,99,108,,,26,26,3,-361,-340,2,1935
1701,,348913,54724,,22/08/2020,Contursi-348913,"Oinochoe proto-apula a figure rosse. Bocca trilobata, corpo globulare, piede ad anello, ansa a nastro con costolatura mediana. Decorazione a figure rosse delimitata superiormente da fascia con ovoli da cui pendono foglie e inferiormente da due linee sottili. La figurazione rappresenta una scena teatrale con due attori che discutono. A destra figura vestita di costume comico maschile, avvolta nel mantello e poggiata al bastone, con il pilos coronato di alloro, si rivolge ad un attore abbigliato come giovane donna stante, che agita le braccia tendendo l'himation. La scena è interpretata come Calipso che prega Ulisse di non partire.",43,547,2,28,99,108,,Contrada Madre Grazia,26,26,3,-361,-340,2,"tomba,07.12.1953"
1712,,348916,112328,,28/08/2020,Contursi-348916,"oinochoe sovraddipinta. Bocca trilobata, breve collo concavo, corpo globulare, piede ad anello. Decorazione sovraddipinta in bianco, giallo e rosso, delimitata superiormente e inferiormente da fascia di ovoli che inquadra un pergolato d'edera, al di sotto del quale è raffigurato un personaggio grottesco che suona l'aulos innanzi a uno skyphos di grandi dimensioni posto su uno sgabello, interpretato come incantatore di serpenti.",43,547,2,28,99,108,,,26,26,3,-361,-340,2,1958
1726,,348941,124520,,13/09/2020,Contursi-348941,"Pelike apula a figure rosse. Decorazione figurata: un giovane, seduto, si rivolge a una fanciulla appoggiata a un louterion; la presenza del tridente accanto al giovane consentono di identificarlo con Poseidone e di interpretare la scena come l'incontro tra il dio e Amimone. Vicina allo stile del Pittore di Licurgo",43,556,2,28,100,108,,,26,26,3,-361,-340,2,"tomba 37?,1965"
1727,,348942,124521,,29/01/2020,Contursi-348942,"lekythos apula a figure rosse.Bocchello campanulato con bordo piatto, alto collo cilindrico, corpo globoso, piede ad anello. Sul corpo decorazione a figure rosse: palmetta centrale.",43,537,2,28,100,108,,,26,26,3,-361,-340,2,1965
1742,,348946,52556,,25/03/2020,Contursi-348946,"lekythos a reticolo. Bicchello campanulato con bordo piatto, collo cilindrico distinto, corpo ovoidale con piede ad anello, ansa a nastro impostata tra bocchello e spalla. Sul corpo decorazione a reticolo in nero su fondo a risparmio. Bocchello a vernice nera.",43,537,2,28,101,108,,,26,26,3,-361,-340,2,1950
1743,,348947,52557,,18/04/2020,Contursi-348947,"cup-skyphos sovraddipinto. Orlo sottile indistinto, profonda vasca emisferica, piede ad anello, anse a bastoncello impostate orizzontalmente all'orlo e ripiegate verso l'alto nella parte centrale. Decorazione sovraddipinta in giallo: rosette tra rami penduli.",43,591,2,28,101,108,,,26,26,3,-361,-340,2,1950
765,,345535,138846,,27/08/2020,Contursi-345535,"bacino in lamina di bronzo con tripode. Orlo leggermente estroflesso, orizzontale, liscio; vasca ampia e rotonda, fondo piatto. Anse fuse in un
unico pezzo: bastoncello a sezione esagonale, disposto in forma semicircolare con nodo centrale a bugnette tondeggianti tra due anelli laterali. Gli attacchi dell'ansa sono a disco con decorazione a linguette incise.
Il bacino è ancora attaccato con 3 chiodi a una base tripode ad anello fusa in un unico pezzo. L'anello ha profilo convesso e superficie liscia. Tre piedi a zampa leonina, accuratamente lavorati, con la parte superiore decorata con un capitello ionico con volute
sagomate e incise e con due piccole foglie ovali. Parzialmente ossidata la superficie.",43,456,2,27,54,108,Ospedale Civile SS. Annunziata,,25,25,3,-461,-440,2,"Via Regina Margherita, tomba 2,Lo Porto F. G.,27.03.1972"
1062,,348275,4602,,19/02/2020,Contursi-348275,"Kylix attica a figure rosse tipo Bloesch C. Labbro concavo con orlo svasato, spigolo acuto, vasca profonda a profilo convesso, stelo cilindrico, piede a disco con bordo risparmiato. All'interno fascia semplice concentrica a risparmio definisce il tondo a vernice nera, al centro del quale è rappresentato Poseidone nudo, con tridente, rivolto a sinistra. Attribuita al Pittore di Euaion.",43,530,2,29,76,108,Via C. Nitti 31,,25,25,3,-461,-440,2,"Casa V. Benedetti, Tomba,30.01.1911"
1063,,348276,4603,,27/12/2020,Contursi-348276,"Kylix attica a vernice nera tipo Bloesch C. Labbro concavo con orlo svasato, spigolo acuto, vasca profonda a profilo convesso, stelo cilindrico, piede a disco con bordo risparmiato.",43,530,2,29,76,108,Via C. Nitti 31,,25,25,3,-461,-440,2,"Casa V. Benedetti, Tomba,30.01.1911"
1484,,348663,56003,,22/05/2020,Contursi-348663,"Disco in ferro, di forma circolare, piatto, dal peso di 5,820 gr. Il peso, maggiore rispetto a quello di un disco da lancio (5,70 gr) e la forma non biconvessa potrebbero indiziare un uso rituale o da parata. Fortemente ossidato.",59,854,2,29,86,108,Via Marche,,25,25,3,-461,-440,2,"Tomba 2, testata nord-est,08.11.1952"
40,,333869,1166,,14/02/2020,Contursi-333869,"Statuetta maschile in terracotta. Rappresenta una figura maschile stante, a tutto tondo. Il viso è reso sommariamente, gli occhi appena sporgenti, il naso piccolo; i capelli sono raccolti in una capigliatura compatta sulla testa e suddivisa in trecce che ricadono sulle spalle e sul petto. Nudo, ha il braccio sinistro piegato, con la relativa mano poggiata sul fianco, mentre il braccio destro è distesa lungo il corpo. Il busto è modellato a rendere i pettorali e due piccole incisioni poche profonde, orizzontali, servono a rendere gli addominali. Gli spazi vuoti tra le gambe e quello creato dalla posizione del braccio sinistro sono colorati in rosso.",31,232,2,24,19,141,,L'Amastuola,24,24,3,-561,-540,2,
723,,345496,79610,,17/01/2020,Contursi-345496,"Olla peuceta con decorazione geometrica bicroma. Labbro orizzontale distinto, collo troncoconico, corpo globulare schiacciato, piede troncoconico, anse a bastoncello impostate orizzontalmente. Decorazione in nero e a risparmio su fondo amaranto: sul labbro, fila di punti in nero tra due fasce in amaranto; sul collo, fascia in amaranto; sulla spalla, scena figurata identica su entrambi i lati, inquadrata da linee: teoria di quadrupedi (dromedari?) e gallinaceo. I primi due quadrupedi, col corpo coperto da un drappo decorato a graffito con motivo a zig-zag, sono tenuti rispettivamente per il collo e la coda da una figura stilizzata di personaggio maschile di piccole dimensioni. Nella parte inferiore del corpo, gruppi di linee in nero; sulle anse e tra le anse, linee in nero.",43,548,2,27,50,108,Corso Italia,Caserma D'Oria,24,24,3,-561,-540,2,"Tomba 269,T. Schoyer,24.10.1991"
724,,345497,79611,,11/09/2020,Contursi-345497,"Kantharos peuceta con decorazione geometrica bicroma. Labbro estroflesso, corpo globulare schiacciato, piede ciindrico, anse a nastro sormontanti. Decorazione: sul labbro, raggi in nero su fondo in rosso; nella parte superiore del corpo, fascia a risparmio con coppia di linee in nero, da cui si dipartono tre motivi a freccia in nero.",43,524,2,27,50,108,Corso Italia,Caserma D'Oria,24,24,3,-561,-540,2,"Tomba 269,T. Schoyer,24.10.1991"
725,,345498,79612,,03/04/2020,Contursi-345498,"Kylix a vernice bruna. Labbro svasato distinto, collo concavo, vasca a profilo troncoconico, basso piede cilindrico, anse a bastoncello. Interamente verniciata ad eccezione dell'orlo e di una fascia all'altezza delle anse a risparmio.",43,530,2,27,50,108,Corso Italia,Caserma D'Oria,24,24,3,-561,-540,2,"Tomba 269,T. Schoyer,24.10.1991"
727,,345502,79676,,14/10/2020,Contursi-345502,"Kantharos peuceta a decorazione geometrica bicroma. Labbro estroflesso, corpo globulare schiacciato, piede cilindrico, anse a nastro sormontanti. Decorazione in amaranto e nero: sul labbro, linea spezzata in nero tra due fasce amaranto; sul corpo, entro riquadro metopale delimitato da fasce in rosso, motivo a zig-zag, linee e punti; nella parte inferiore del corpo, tre linee in nero e una fascia in rosso; presso le anse, cerchio in rosso.",43,524,2,27,50,108,Corso Italia,Caserma D'Oria,24,24,3,-561,-540,2,"Tomba 318,T. Schoyer,26.11.1991"
732,,345500,79625,,21/09/2020,Contursi-345500,"Olpe parzialmente vernicata, a vernice bruna. Labbro arrotondato lievemente estroflesso, collo cilindrico a profilo continuo con il corpo, piede ad appoggio piano, ansa a a nastro. Interamente verniciata in bruno ad eccezione di una fascia a risparmio nella parte inferiore del corpo.",43,550,2,27,50,108,Corso Italia 110,,24,24,3,-561,-540,2,"Tomba 35,T. Schoyer,1990"
733,,345505,87131,,14/10/2020,Contursi-345505,"Olla peuceta con decorazione monocroma. Labbro estroflesso, corpo globulare indistinto dalla base d'appoggio, anse a nastrto impostate tra corpo e labbro. Decorazione in nero : sulla spalla e sotto le anse fasce e linee in nero a campitura piena; al centro rombo con motivo a reticolo centrale e tiangoli in nero.",43,548,2,27,50,108,Corso Italia angolo via Argentina,,24,24,3,-561,-540,2,"Tomba 316,T. Schoyer,"
734,,345506,87132,,07/05/2020,Contursi-345506,"Kylix di tipo ionico, tipo B2. Labbro estroflesso distinto da risega all'innesto con la vasca; vasca profonda, a profilo convesso, piede troncoconico, anse a bastoncello impostate orizzontalmente. All'esterno, sull'orlo e la spalle, fasce a risparmio. All'interno: linea a risparmio sull'orlo.",43,530,2,27,50,108,Corso Italia angolo via Argentina,,24,24,3,-561,-540,2,"Tomba 316,T. Schoyer,"
735,,345507,87133,,26/08/2020,Contursi-345507,Fìbula in bronzo ad arco serpeggiante. Arco sottile con tre insellature contiguo all'ardiglione arcuato; lunga staffa in lamina ripiegata.,1,13,2,27,50,108,Corso Piemonte,,24,24,3,-561,-540,2,"Tomba 316,T. Schoyer,"
736,,345508,87134,,10/09/2020,Contursi-345508,Fìbula in bronzo ad arco ingrossato. Arco ingrossato con profilo angolato. Lunga staffa in lamina ripiegata con apofisi a bottone troncoconico. Molla a doppio avvolgimento. Ardigilione a sezione circolare,1,13,2,27,50,108,Corso Piemonte,,24,24,3,-561,-540,2,"Tomba 316,T. Schoyer,"
805,,345888,4961,,04/08/2020,Contursi-345888,"aryballos globulare in bucchero grigio. Labbro a disco, collo cilindrico, ansa impostata dall'orlo alla spalla, corpo globulare.",43,450,2,28,65,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,2,"Tomba,08.11.1884"
806,,345889,4962,,19/06/2020,Contursi-345889,"aryballos globulare in bucchero. Labbro a disco, collo cilindrico, ansa impostata dall'orlo alla spalla, corpo globulare.",43,450,2,28,65,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,2,"Tomba,08.11.1884"
811,,345894,4967,,17/05/2020,Contursi-345894,"Balsamario plastico di produzione corinzia a forma di lepre accovacciata. Le orecchie costituiscono l'ansa a presa, il corpo è decorato con punti in bruno e con due zone elissoidali sul davanti sovrappinte in rosso, in rosso anche le zampe e la coda; sul ventre, motivo a zig-zag in bruno.",43,457,2,28,65,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,2,"Tomba,08.11.1884"
847,,348070,110333,,10/01/2020,Contursi-348070,"Neck-amphora a vernice nera. Labbro a echino schiacciato con bordo e orlo arrotondato, collo cilindrico a pareti concave distinto, spalla orizzontale arrotondata, corpo ovoide rastremato verso il piede a echino, anse a bastoncello impostate verticalmente sul collo e sulla spalla. Interamente verniciata in nero ad eccezione del collo, a risparmio. Linee in bianco e rosso sovraddipinte sul corpo. Ricomposta da frammenti.",43,447,2,28,67,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,2,"Tomba, interno, presso la testata N/NE,28.03.1958"
848,,348071,110334,,17/07/2020,Contursi-348071,"Neck-amphora a vernice nera. Labbro a echino schiacciato con bordo e orlo arrotondato, collo cilindrico a pareti concave distinto, spalla orizzontale arrotondata, corpo ovoide rastremato verso il piede a echino, anse a bastoncello impostate verticalmente sul collo e sulla spalla. Interamente verniciata in nero ad eccezione del collo, a risparmio. Linee in bianco e rosso sovraddipinte sul corpo. Ricomposta da frammenti.",43,447,2,28,67,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,2,"Tomba, interno, presso la testata N/NE,28.03.1958"
868,,345575,20255,,08/10/2020,Contursi-345575,"Cup-skyphos a figure nere di produzione attica, classe di Cracovia. Labbro svasato con orlo arrotondato, profonda vasca a profilo convesso, piede a tromba; anse a bastoncello, rivolte verso l'alto, impostate orizzontalmente sulla vasca. Interamente verniciato ad eccezione di una fascia a risparmio tra le anse, decorata a figure nere con sovraddipintura rossa, con teoria di galli alternati a cigni ad ali spiegate. Gruppo di Rodi 11941.",43,591,2,28,69,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,2,"Tomba,27.07.1920"
1133,,348345,12400,,11/06/2020,Contursi-348345,"Anello con sigillo, in argento e oro. Anello di forma circolare con verga a sezione ellittica ed estremità assottigliate. Castone di froma rettangolare, definito da solcature, figurato: grifi affrontati retrospicienti. Bordi godronati. Corroso.",4,28,2,29,78,108,Via Dante ang. Via Mezzacapo (att. Via Minniti),,24,24,3,-561,-540,2,"Tomba 1,04.06.1910"
1145,,348360,50248,,02/06/2020,Contursi-348360,"Anello con sigillo. Verga semicircolare, a sezione ellittica con estremità assottigliate; castone a ornato vegetale lavorato a giorno, con fiori centrali e chiodino, e palmette laterali con steli circolari, al cui interno è inciso un leone alato. Superficie consunta.",4,28,2,29,78,108,Via Dante ang. Via Mezzacapo (att. Via Minniti),,24,24,3,-561,-540,2,"Tomba 45,09.03.1934"
1470,,348647,105395,,21/11/2020,Contursi-348647,"Neck-amphora a figure nere di produzione attica. Labbro a echino schiacciato, collo a pareti concave distinto, spalla obliqua e arrotondara, corpo ovoide rastremato verso il piede ad echino, anse a bastoncello impostate verticalmente tra collo e spalla. Decorata sul collo con composizione di palmette e fiori di loto e sotto fascia baccellata in nero e rosso. Sul corpo decorazione su due registri. Nel registro superiore, lotta tra centauri e lapiti. Nel registro inferiore teoria di animali. In prossimità del piede, raggi. Scheggiata e con vernice scrostata",43,447,2,29,85,108,Via Marche,,24,24,3,-561,-540,2,1956
101,,333923,119612,,25/05/2020,Contursi-333923,pendaglio in ambra a forma di piramide irregolare munito di due fori di sospensione,4,43,2,24,22,45,,Saturo,23,24,12,-641,-590,2,"Scavo dell'Acropoli, deposito 1959,Felice Gino Lo Porto,1959"
480,,345296,52359,,12/03/2020,Contursi-345296,"lekythos ariballica con largo labbro troncoconico e orlo piatto, breve collo cilindrico a profilo concavo, corpo globulare, piede ad anello e ansa a nastro, impostata verticalmente tra collo e spalla. Decorata interamente a vernice nera e impressioni. Sulla spalla palmette impresse, sul corpo pseudo-baccellatura graffita, con palmette pendule. Fondo e tesa del bocchello a risparmio.",43,537,2,25,36,108,,Contrada Cortivecchie,25,26,13,-441,-360,2,"Tomba,07.02.1947"
481,,345297,52360,,26/04/2020,Contursi-345297,"lekythos ariballica con largo labbro troncoconico e orlo piatto, breve collo cilindrico a profilo concavo, corpo globulare, piede ad anello e ansa a nastro, impostata verticalmente tra collo e spalla. Decorata interamente a vernice nera e impressioni. Sulla spalla fiori di loto impressi. Ansa ricomposta.",43,537,2,25,36,108,,Contrada Cortivecchie,25,26,13,-441,-360,2,"Tomba,07.02.1947"
1686,,348890,52405,,25/04/2020,Contursi-348890,"olpe a vernice nera. Bocca circolare con labbro piatto e svasato, collo cilindrico, spalla obliqua distinta dal corpo cilindrico che si arrotonda in prossimità del piede a disco; ansa a nastro impostata tra collo e spalla. Vernice arrossata in alcuni punti.",43,550,2,28,98,108,Viale Venezia,,26,26,4,-370,-360,2,"tomba 28,28.05.1951"
309,,345049,52021,,25/02/2020,Contursi-345049,"statuetta fittile di figura femminile con canestro e oinochoe. Viso regolare, naso piccolo, bocca carnosa, capigliatura con ciocche di riccioli ravviati indietro e sormontati da un polos. Indossa un chitone piegehttato e un himation che scendendo dal polos copre le spalle e le braccia della figura. Stante e gravitante sulla gamba destra, tiene il braccio destro steso lungo il corpo e con la relativa mano regge per l'ansa un'oinochoe. Il braccio sinistro è ripiegato all'altezza della vita e con la mano sinistra tiene un canestro con frutti sferoidali. La figura poggia su una base rettangolare.",31,232,2,24,26a,186,,,26,26,4,-400,-351,2,Stipe votiva
317,,345052,4016,,28/11/2020,Contursi-345052,"statuetta fittile di personaggio maschile (forse Dioniso) recumbete su animale (probabilmente un cerbiatto), a tutto tondo. La figura ha volto giovanile, imberbe; il capo è reclinato indietro, lo sguardo rivolto verso l'alto. La testa è ornata di bende che formano un anello sulle tempie e scendono sulle spalle e con una corona decorata da rosette. Il busto è nudo con muscoli resi in modo particolareggiato mentre le gambe sono ricoperte da un drappo con decorazione a rilievo. Una mano è poggiata sulle gambe stese, mentre l'altra tiene un uovo. Il relativo braccio è piegato ed è poggiato sul capo dell'animale. Il cerbiatto ha nuso e zampe lunghe.",31,232,2,24,27b,186,,,26,26,4,-400,-351,2,
320,,345062,208343,,12/11/2020,Contursi-345062,"Arula fittile con decorazione a rilievo. La scena raffigura una cerimonia di iniziazione al matrimonio. Sul margine destro è presente Afrodite, con indosso un chitone dal profondo scollo circolare e fitta pieghettatura, himation e sakkos. Gravitante sulla gamba destra tiene le braccia sollevate e con la mano destra sostiene un erote che porge una benda alla figura femminile presente sull'altro margine dell'arula. La seconda figura femminile è seduta su un letto nuziale, vestita con chitone e himation e raffigurata nell'atto di svelare il capo. Al di sotto dell'alto letto, con piedi sagomati, è presente un'ancella seduta su sgabello a zampe di leone che regge una scarpetta. Al centro della figurazione è presente una cista circolare poggiata su un'hydria. Scheggiata.",7,66,2,25,28,186,,,26,26,4,-400,-351,2,
1566,,348770,50937,,27/01/2020,Contursi-348770,"Lekythos attica a figure nere bocchello troncoconico a profilo dritto, collo cilinrico, corpo globulare, piede a disco, ansa a nastro. Sul corpo: figura maschile alata con phiale in mano, seduta su roccia accanto a un ramo che si ricollega alla palmetta sotto l'ansa.",43,537,2,28,94,108,Via Peripato,,26,26,4,-400,-351,2,"Tomba, a terra ai piedi del sarcofago,01.08.1934"
1576,,348780,4653,,03/03/2020,Contursi-348780,"Lekythos ariballica a figure rosse. Bocchello campanulato e orlo piatto, stretto collo cilindrico distinto, corpo globulare schiacciato, piede ad anello. Decorazione a figure rosse sul corpo: quattro efebi nudi danzano, uno è seduto accanto al collo di un'anfora. Decorazione accessoria: tra collo e spalla linguette; sotto la figurazione linee orizzontali. Ritenuto vicino al gruppo di Reggio.",43,537,2,28,95,108,Via Principe Amedeo,,26,26,4,-400,-351,2,"Tomba,07.11.1887"
1578,,348782,4655,,14/05/2020,Contursi-348782,"Lekythos ariballica a vernice nera. Bocchello campanulatocon parte inferiore arrotondata e orlo piatto, stretto collo cilindrico, corpo globulare, piede ad anello; ansa a nastro impostata tra collo e spalla.",43,537,2,28,95,108,Via Principe Amedeo,,26,26,4,-400,-351,2,"Tomba,07.11.1887"
1607,,348811,214006,,05/08/2020,Contursi-348811,"kylix a vernice nera. Orlo sottile indistinto, vasca profonda con pareti dritte nella parte superiore e convessa in quella inferiore; gradino all'interno della vasca; piede ad anello modanato, anse a bastoncello impostate orizzontalmente al di sotto dell'orlo.All'interno, entro due cerchi, decorazione impressa: sei foglie disposte in cerchio.",43,530,2,28,96,108,Via T. D'Aquino,,26,26,4,-400,-351,2,"Tomba 66,13.01.1970"
63,,333870,605,,02/08/2020,Contursi-333870,"Figura fittile femminile stante con pomo in mano. Il volto è allungato, il naso dritto, la bocca piccola. I capelli sono resi con banda liscia con cenno di scriminatura centrale sulla fronte. Indossa sul capo un polos leggermente svasato e un himation che scende dalla testa, copre le spalle e scende fino ai piedi. Al di sotto un abito riccamente pieghettato; piedi calzati. Le braccia sono ripiegate al petto e la mano sinistra regge un pomo. Si conservano tracce dell'originaria policromia: nero/blu sul polos, bruno nero sull'abito nella parte inferiore. Poggia su una piccola base.",31,232,2,24,20,204,,,25,25,4,-500,-451,2,"Scavi Giardino Ramellini,1889"
64,,333859,609,,30/05/2020,Contursi-333859,"Figura fittile femminile stante con pomo in mano. Il volto è allungato, i tratti del volto non chiaramente distinguibili. I capelli sono resi con banda liscia con cenno di scriminatura centrale sulla fronte. Indossa sul capo un polos leggermente svasato e un himation che scende dalla testa, copre le spalle e scende fino ai piedi. Al di sotto un abito pieghettato; piedi nudi con dita definite. Le braccia sono ripiegate al petto e la mano sinistra regge una lucerna. Si conservano tracce dell'originaria policromia: giallo e bianco. Poggia su una piccola base.",31,232,2,24,20,204,,,25,25,4,-500,-451,2,"Scavi Giardino Ramellini,1885"
65,,333865,804,,03/05/2020,Contursi-333865,"Statuetta fittile di figura femminile in trono. Volto regolare, naso triangolare, bocca piccola. Il viso è incorniciato da capelli ricci ravviati indietro e resi con piccole ciocche ondulare e scriminatura centrale con attaccatura cuoriforme. Sulla testa porta un alto polos. Indossa un chitone con apoptygma e himation che scende dal capo e copre le spalle. Le mani sono poggiate sulle gambe. Il trono ha lo schienale dritto.",31,232,2,24,20,204,,,25,25,4,-500,-451,2,"Stipe votiva,1889"
827,,348022,20845,,14/09/2020,Contursi-348022,"Skyphos di stile meso-corinzio. Orlo appena rientrante, profonda vasca troncoconica, piede ad anello. Decorazione in bruno: sul labbro, fascia a tremolo fra due linee parallele; sul corpo, teoria di animali composta da una pantera, un ariete e uno stambecco pascenti ai lati di un cigno. Nel campo rosette e punti; presso il piede, raggi; sul fondo, cerchi concentrici. Interno verniciato in bruno.",43,591,2,28,66,108,Ospedale Civile SS. Annunziata,,24,24,4,-570,-501,2,"tomba,08.04.1924"
828,,348023,20846,,31/03/2020,Contursi-348023,"Amphoriskos di stile meso-corinzio. Bocchello troncoconico con orlo arrotondato, breve collo cilindrico, spalla obliqua arrotondata, corpo ovoide fortemente rastremato verso il piede ad anello svasato, anse a nastro impostate tra il collo e la spalla. Decorazione in bruno e violetto: sul labbro e sotto le anse fascia color violetto; su collo, spalla e anse, trattini; sul corpo fascia con punti tra tre linee orizzontali brune e fascia color viola, seguite da un'altra fascetta e tre serie
di triplici linee brune. Piede dipinto in bruno.",43,445,2,28,66,108,Ospedale Civile SS. Annunziata,,24,24,4,-570,-501,2,"tomba,08.04.1924"
835,,348030,20856,,24/02/2020,Contursi-348030,"kylix di stile tardo corinzio I. Labbro svasato distinto da una risega dal corpo a vasca arrotondata, piede ad anello. Orlo decorato con fascia di colore violetto; sul corpo teoria composta da sette volatili. Interno verniciato ad eccezione del tondo definito da cerchi concentrici bruni e rossi e una fascia delimitata da due linee violette. Attribuito all'officina del Vogelfriesmaler",43,530,2,28,66,108,Ospedale Civile SS. Annunziata,,24,24,4,-570,-501,2,"tomba,08.04.1924"
1083,,348311,52735,,24/12/2020,Contursi-348311,"Balsamario plastico zoomorfo configurato a paperella.Bocchello discoidale sulla sommità della testa. Occhio inciso e sottolineato da colore nero, becco appuntito, zampe rese con piccoli listelli orizzontali. Decorazione in rosso e viola sulla testa e le ali. Scalfitture.",43,457,2,29,77,108,Via Capotagliata,,24,24,4,-580,-501,2,"tomba?,01.03.1952"
347,,345172,4361,,20/11/2020,Contursi-345172,"aryballos globulare in faience con decorazione a reticolo. Bocchello discoidale, ansa a nastro impostata dall'orlo alla spalla, beve collo cilindrico, spalla liscia e distinta dal corpo che presenta decorazione a reticolo. Quest'ultima è resa mediante profonda incisione di solchi intersecantesi che determinano una fitta fascia di losanghe rilevate. Orlo scheggiato",43,450,2,25,32,186,,Contrada Purgatorio,24,24,4,-600,-551,2,"Tomba II, presso uno spigolo,5978,5978"
351,,345177,20548,,17/01/2020,Contursi-345177,"Pisside globulare di produzione locale con decorazione geometrica. Orlo a tesa piatto, breve collo, spalla e corpo a profilo continuo globulare, appena rastremato verso il piede ad anello. Decorazione lineare e a cerchi concentrici: sul bordo esterno dell'orlo gruppi di tratti verticali, sulla spalla e sul fondo decorazione lineare, a campitura piena, di colore bruno e rosso, nella fascia centrale a risparmio tre gruppi da tre cerchi concentrici, di cui quello mediano in rosso. Piede a risparmio. Vernice evanida in alcuni punti. Manca il coperchio.",43,566,2,25,32,186,,Contrada Purgatorio,24,24,4,-600,-551,2,"Casa Paesetti, Tomba 6,7930"
787,,345869,52106,,18/09/2020,Contursi-345869,"Pisside di forma ovoide. Orlo espanso e piatto, corpo ovoide, piede a echino rovescio. In corrispondenza dell'orlo quattro fori per trattenere il coperchio con cordicella. Decorazione in bruno: ampia fascia a campitura piena sulla spalla e sul piede, due linee più sottili definiscono superiormente la fascia decorata, costituita da tre gruppi di tre cerchi concentrici affiancati da tre gruppi da quattro foglie.",43,566,2,28,63,108,Ospedale Civile SS. Annunziata,,24,24,4,-600,-551,2,"tomba 2,01.08.1935"
833,,348028,20854,,21/10/2020,Contursi-348028,"Amphoriskos a vernice nera di produzione attica. Bocchello troncoconico con orlo arrotondato, breve collo cilindrico, spalla obliqua arrotondata, corpo ovoide fortemente rastremato verso il piede ad anello svasato, anse a nastro impostate tra il collo e la spalla. Interamente verniciato in nero, collo e fascia sotto la spalla a risparmio.",43,445,2,28,66,108,Ospedale Civile SS. Annunziata,,24,24,4,-600,-551,2,"tomba,08.04.1924"
834,,348029,20855,,17/10/2020,Contursi-348029,"aryballos globulare in bucchero grigio. Labbro a disco, collo cilindrico, ansa impostata dall'orlo alla spalla, corpo globulare.",43,450,2,28,66,108,Ospedale Civile SS. Annunziata,,24,24,4,-600,-551,2,"tomba,08.04.1924"
836,,348037,211209,,04/01/2020,Contursi-348037,"Amphoriskos di stile meso-corinzio. Spalla arrotondata, corpo ovoide fortemente rastremato verso il piede ad anello svasato. Decorazione in bruno sul corpo: linee orizzontali brune e fascia color viola, seguite da un'altra fascetta e tre serie
di triplici linee brune. Piede dipinto in bruno.",43,445,2,28,66,108,Ospedale Civile SS. Annunziata,,24,24,4,-600,-551,2,"tomba,08.04.1924"
838,,348039,211211,,13/02/2020,Contursi-348039,"Skyphos mesocorinzio. Orlo rientrante, profonda vasca troncoconica, piede ad anello, anse a bastoncello impostate orizzontalmente sotto l'orlo. Intraramente verniciato in nero ad eccezione di una fascia a risparmio decorata con raggi in prossimità dell'orlo. Cerchi concentrici e punto centrale sotto il piede.",43,591,2,28,66,108,Ospedale Civile SS. Annunziata,,24,24,4,-600,-551,2,"tomba,08.04.1924"
