"id_scheda","nctn","inv","suf","l4","l3","piano","sala","vetrina","comune","geonote","scan","dsca","dscd","dtzgi","dtzgf","dtzs","dtsi","dtsf","dtm","materia","tecnica","misa","misl","misp","misd","deso","stcc","stcl","adsp","adsm","cmpd","cmpn","fur","cdgg"
134,333221,53128,,485,43,3,2,4,45,"Capanna Longo - Porto Perone. Ritrovamento","Capanna Longo - Porto Perone. Ritrovamento","Ciro Drago",1938,11,11,14,5600,5200,8,25,"colombino","2.5","1.7","0.6",,"Frammento di ciotola in stile Matera-Ostuni. Di esso, in impasto semifine ingubbiato di bruno si conserva l'orlo diritto con labbro appiattito e sulla, parete, è decorato con motivo solare graffito i cui raggi sono stati evidenziati a microrocker",8,3,1,1,2020-08-18,43,39,1
135,333209,53150,,607,43,3,2,4,45,"Capanna Longo - Porto Perone. Ritrovamento","Capanna Longo - Porto Perone. Ritrovamento","Ciro Drago",1938,11,11,14,5600,5200,8,25,"colombino","3.6","7.8","0.7",,"Frammento di vaso in stile Matera-Ostuni. Di esso si conserva solo la parete ingubbiata di rosso e graffita con motivo solare: a una banda a tratteggio obliquo con andamento curvilineo è parallela fila di triangoli tratteggiati. Accanto, altri triangoli e bande tratteggiate",8,3,1,1,2020-08-18,43,39,1
136,333217,49606,,563,43,3,2,4,108,"Punta Rondinella. Scavo","Punta Rondinella. Scavo","Mariantonia Gorgoglione",1994,11,11,14,5600,5200,8,25,"colombino","5.7","5.7","0.5",,"Frammento di piatto in stile Passo di Corvo. Di esso si conserva un frammento di parete in impasto figulino dipinto in rosso con motivo solare",8,3,1,1,2020-08-18,43,39,1
137,333220,49652,,607,43,3,2,4,38,"Grotta Specchia","Grotta Specchia",,1981,11,11,14,5600,5200,8,25,"colombino","3.9","8.9","0.5",,"Frammento di vaso di forma troncoconica con orlo diritto, labbro appiattito, fondo piatto. Sul lato corto è coppia di motivi solari separati da fila verticale di punti. In alto e in basso, fila verticale di motivi a V rivolti in alto e in basso; sul lato lungo è coppia di linee che formano reticolo losangico al cui centro è motivo solare; tratti obliqui lungo il labbro",8,3,1,1,2020-08-18,43,39,1
138,333213,46949,,492,43,3,2,4,60,"Masseria Era","Masseria Era","Mariantonia Gorgoglione",1991,11,11,14,5800,5300,8,25,"colombino",13,"11.3","2.6",,"Frammento di grosso contenitore di cui si conserva l'orlo diritto con labbro appiattito. E' in impasto grossolano ed è decorato con una bugna, rappresentativa del naso, affiancata da piccoli motivi circolari impressi (gli occhi). Dalla bugna pendono tratti di linee incise a raggiera (baffi?) e, accanto, sono impressioni fusiformi. Cultura della ceramica impressa ",8,3,1,1,2020-08-18,43,39,1
139,333211,41016,,492,43,3,2,4,145,"Torre Borraco. Scavo","Torre Borraco. Scavo","Campi",1968,11,11,14,6000,5300,8,25,"colombino","8.6","9.7","1.3",,"Frammento di grande contenitore di cui si conserva l'orlo diritto con labbro arrotondato in impasto semifine ingubbiato di bruno. Su di esso è protome antropomorfa: profonde impressioni circolari indicano gli occhi, una tacca orizzontale la bocca mentre una bugna applicata indica il naso. Cultura della ceramica impressa",8,3,1,1,2020-08-18,43,39,1
140,333223,53131,,485,43,3,2,4,45,"Capanna Longo - Porto Perone. Rinvenimento fortuito","Capanna Longo - Porto Perone. Rinvenimento fortuito","Ciro Drago",1938,11,11,14,5600,5200,8,25,"colombino","6.3","6.3","0.7",,"Frammento di ciotola in stile Matera-Ostuni. Di essa, ingubbiata di bruno, si conservano l'orlo diritto con labbro assottigliato su cui è protome antropomorfa: una bugna (il naso) è affiancata da impressioni circolari (gli occhi), mentre una tacca indica la bocca. Motivi circolari reticolati graffiti inglobano gli occhi e, lateralmente sono file orizzontali di losanghe concatenate reticolate mentre dalla bocca pendono banda verticale campita a reticolo e file di rettangoli e di triangoli tutti reticolati",8,3,1,1,2020-08-19,43,39,1
141,333219,49609,,607,43,3,2,4,108,"Masseria Cesario. US67","Masseria Cesario. US67","Mariantonia Gorgoglione","2003/2006-7 ",12,12,11,5000,4500,8,25,"colombino","5.2",,"0.6","6.4","Frammento di vaso a collo (probabile vaso antropomorfo) in stile Serra d'Alto. E' in impasto figulino e reca sul collo la rappresentazione di un ""volto a civetta"" caratterizzato da sopracciglia e naso applicati e sottolineati di pittura in bruno, assieme ad altri dettagli del volto come gli occhi e la bocca ",8,3,1,1,2020-08-19,43,39,1
142,333214,49347,,492,43,3,2,4,60,"Masseria Era","Masseria Era","Mariantonia Gorgoglione",1991,11,11,22,6000,5300,8,25,"colombino",9,"7.4","1.8",,"Frammento di grande contenitore di cui si conserva l'orlo diritto con labbro appiattito in impasto grossolano, dipinto in rosso sia lungo l'orlo che all'interno, inciso con motivo fitomorfo e, lateralmente, piccole impressioni a rocker all'esterno. Cultura della ceramica impressa",8,3,1,1,2020-08-19,43,39,1
143,333215,49428,,492,43,3,2,4,46,"Fontana","Fontana",,2003,11,11,22,6000,5300,8,25,"colombino","9.7","9.9","1.8",,"Frammento di grande contenitore di cui si conserva l'orlo diritto con labbro appiattito in impasto grossolano, dipinto in rosso e decorato con protome antropomorfa costituita da una bugna a rappresentare il naso e da cui parte listello obliquo: accanto ala naso, profonde tacche impresse oblique rappresentano gli occhi",8,3,1,1,2020-08-19,43,39,1
144,333216,49430,,607,43,3,2,4,46,"Fontana","Fontana",,2003,11,11,14,5600,5000,8,25,"colombino",5,3,"1.8",,"Frammento di probabile vaso antropomorfo in impasto semifine  di cui si conserva un frammento forse rappresentativo del braccio nella posizione dell'orante con, sul margine inferiore, 5 profondi tratti impressi (le dita della mano) da cui si diparte banda angolare incisa e campita a reticolo",8,3,1,1,2020-08-19,43,39,1
145,333212,41024,,492,43,3,2,4,108,"Cimino. Raccolta di superficie","Cimino. Raccolta di superficie",,1970,11,11,22,6000,5300,8,25,"colombino","8.1","8.2","1.4",,"Frammento di grande contenitore in impasto grossolano di cui si conserva l'orlo diritto con labbro appiattito e su cui è applicata protome antropomorfa: due bugne circolari rappresentano gli occhi, una allungata, centrale, il naso: da essi pendono listelli applicati decorati a rocker impressi",8,3,1,1,2020-08-19,43,39,1
146,333210,23341,,485,43,3,2,4,138,"Grotta S. Angelo","Grotta S. Angelo","Q. Quagliati",1931,11,11,14,5600,5200,8,25,"colombino","10.5","10.8","1.3",,"Frammento di ciotola in stile Matera Ostuni. E' in impasto semifine e di essa si conservano l'orlo diritto con labbro arrotondato e, sulla parete, attacco di ansa orizzontale. E' decorato con rappresentazione antropomorfa: una bugna indica il naso ed è affiancata da motivi circolari (occhi), graffiti. Dalla bugna pendono, sempre graffiti, banda centrale campita a losanga, triangoli tratteggiati affiancati da fasci di linee a zig zag e bande tratteggiate a reticolo",8,3,1,1,2020-08-19,43,39,1
147,333226,5547,,607,43,3,2,4,45,"Porto Perone","Porto Perone","Ciro Drago",1938,12,12,11,5000,4500,8,25,"colombino","4.2","4.8","2.4",,"Frammento di vaso di cui si conserva la sola presa in stile Serra d'Alto. E' in impasto figulino ed è costituita da due parti simmetriche suddivise da linea orizzontale, bugna centrale di forma triangolare e, lateralmente, motivi a spirale incisi convergenti",8,3,1,1,2020-08-19,43,39,1
148,333227,5556,,595,43,3,2,4,45,"Porto Perone","Porto Perone","Ciro Drago",1938,12,12,11,5000,4500,8,25,"colombino","10.1","7.1","0.4",,"Frammento di tazza in stile Serra d'Alto. E' in impasto figulino e di essa si conservano solo parte del collo e del corpo globulare su cui è impostata ansa verticale a nastro dipinta lungo i margini laterali con bande verticali campite a tremolo e con applicata protome zoomorfa (gli occhi sono resi con piccole applicazioni circolari e sono sottolineati alla base da stretta banda, il naso è evidenziato da banda verticale campita a triangoli pieni mentre alla base del collo è fila di triangoli pieni con andamento semircolare a mò di collana. All'interno della bocca, aperta, un tratto indica la lingua). Il corpo della tazza è dipinto in bruno con banda campita a triangoli con margini a scaletta alternativamente vuoti e pieni",8,3,1,1,2020-08-19,43,39,1
149,333230,49607,,607,43,3,2,4,108,"Punta Rondinella. Scavo","Punta Rondinella. Scavo","Mariantonia Gorgoglione","1992-96",11,11,14,5300,5000,8,25,"colombino","3.4","3.2",2,,"Frammento di vaso di cui si conserva la sola protome zoomorfa dipinta in rosso e delimitata di bruno in stile Scaloria Alta. Il muso è cilindrico insellato e termina con una bugna schiacciata delimitata da linea incisa; gli occhi sono circolari con foro passante orizzontale; bugna schiacciata sulla parte superiore",8,3,1,1,2020-08-19,43,39,1
150,333225,5268,,607,43,3,2,4,108,"Scoglio del Tonno. Scavo","Scoglio del Tonno. Scavo","Quintino Quagliati",1899,12,12,11,5000,4500,8,25,"colombino","4.3","8.3","6.3",,"Frammento di vaso in stile Serra d'Alto dipinto in rosso di cui si conserva solo l'orlo diritto con labbro appiattito e parte della parete su cui è ansa a nastro frammentaria e decorata con protome zoomorfa (taurina): una bugna centrale rappresenta la testa e termina con una bugna schiacciata (il muso); ai lati applicazioni grossomodo cilindriche e terminanti anch'esse con applicazioni schiacciate rappresentano le corna, di cui una  rotta ",8,3,1,1,2020-08-19,43,39,1
151,333234,49634,,232,31,3,2,4,108,"Masseria Cesario","Masseria Cesario","Mariantonia Gorgoglione","2003/2006-7",11,12,22,6000,4000,8,25,"colombino","2.3","2.4","1.5",,"Frammento a tutto tondo di figurina di canide in impasto fine di cui si conservano il solo muso appuntito, il collo e parte del corpo con un' unica zampa. Tracce di pittura",8,3,1,1,2020-08-19,43,39,1
152,333237,53331,,762,49,3,2,4,38,"Caverna dell'Erba","Caverna dell'Erba","Salvatore Puglisi",1952,12,12,22,5000,4000,11,186,"levigatura","19.6","1.2","2.6",,"spatola ricavata da diafisi ossea sezionata trasversalmente e con estremità levigata arrotondata ",1,3,1,1,2020-08-19,43,39,1
153,333236,53298,,891,64,3,2,4,38,"Caverna dell'Erba","Caverna dell'Erba","Salvatore Puglisi",1952,12,12,22,5000,4000,11,186,"levigatura","5.5",,"0.2","1.8","manico in osso di forma cilindrica completamente levigato e con tracce di esposizione al fuoco  ",1,3,1,1,2020-08-19,43,39,1
154,333134,53332,,263,33,3,2,4,38,"Caverna dell'Erba","Caverna dell'Erba","Salvatore Puglisi",1952,12,12,22,5000,4000,11,186,"levigatura","14.9",,,"2.2","punteruolo ricavato da porzione ossea sezionata trasversalmente e con margini levigati culminanti in una punta acuminata ",2,3,1,1,2020-08-19,43,39,1
155,333136,53334,,263,33,3,2,4,38,"Caverna dell'Erba","Caverna dell'Erba","Salvatore Puglisi",1952,12,12,22,5000,4000,11,186,"levigatura","10.7","1.5","0.4",,"punteruolo ricavato da porzione distale di osso sezionato longitudinalmente con margini levigati paralleli ed estremità appiattita acuminata tendenzialmente triangolare",1,3,1,1,2020-08-19,43,39,1
156,333137,53374,,263,33,3,2,4,38,"Caverna dell'Erba","Caverna dell'Erba","Salvatore Puglisi",1952,12,12,22,5000,4000,11,186,"levigatura","9.9","2.3","1.3",,"punteruolo ottenuto da diafisi ossea sezionato trasversalmente e con margini levigati convergenti ed estremità allungata conica tendenzialmente acuminata. Foro circolare passante sulla epifisi",1,3,1,1,2020-08-19,43,39,1
157,333238,53333,,435,42,3,2,4,38,"Caverna dell'Erba","Caverna dell'Erba","Salvatore Puglisi",1952,12,12,22,5000,4000,11,186,"levigatura","8.1","0.8",,,"ago ricavato da porzione ossea completamente levigata e con foro circolare passante sul margine superiore, margini appiattiti e convergenti a una estremità appiattita triangolare",1,3,1,1,2020-08-19,43,39,1
158,333241,139961,,893,64,3,2,4,154,"Grotta S. Angelo","Grotta S. Angelo","Mariantonia Gorgoglione",1977,11,11,14,5600,5300,11,25,"colombino","6.9","4.1","0.6",,"Frammento di cucchiaio privo del manico in impasto figulino e dipinto in rosso con motivi a fiamma all'interno, bande all'esterno",8,3,1,1,2020-08-19,43,39,1
159,333242,203341,,576,43,3,2,4,108,"Scoglio del Tonno. Scavo","Scoglio del Tonno. Scavo","Quintino Quagliati",1899,12,12,11,5000,4500,11,25,"colombino",6,11,"0.5",,"Frammento di rhyton in stile Serra d'Alto di cui si conservano il fondo del bacino e due gambe che terminano con piedi appiattiti",8,3,1,1,2020-08-19,43,39,1
160,333229,49550,,576,43,3,2,4,108,"Ex Convento di San Domenico","Ex Convento di San Domenico","Mariantonia Gorgoglione",1990,12,12,11,5000,4500,11,25,"colombino","7.1",5,"2.6",,"Frammento di rhyton in stile Serra d'Alto di cui si conserva una sola gamba priva del piede",8,3,1,1,2020-08-19,43,39,1
161,333050,23435,,240,33,3,2,4,108,,,,1903,11,12,22,6000,4000,11,21,"levigatura","28.1","7.4","5.4",,"Ascia da parata imitante il tipo europeo Bègude. Ha corpo fusiforme, tallone appuntito, margine sinistro maggiormente curvo rispetto al destro, tagliente curvo inclinato non espanso.",1,3,1,1,2020-08-20,43,39,1
162,333032,5414,,240,33,3,2,4,108,"Statte. Rinvenimento fortuito","Statte. Rinvenimento fortuito",,1908,11,12,22,6000,4000,11,207,"levigatura","18.6","6.8","4.4",,"Ascia da parata con corpo fusiforme, margini simmetrici, tallone appuntito, tagliente curvilineo",1,3,1,1,2020-08-20,43,39,1
163,333033,5415,,240,33,3,2,4,108,"Statte. Rinvenimento fortuito","Statte. Rinvenimento fortuito",,1908,11,12,22,6000,4000,11,28,"levigatura","18.5",3,"3.8",,"Ascia da parata con corpo fusiforme, margine sinistro maggiormente ricurvo rispetto al destro, tallone appuntito, tagliente lievemente curvilineo",1,3,1,1,2020-08-20,43,39,1
164,333131,49625,,240,33,3,2,4,145,"Le Fiatte","Le Fiatte",,1989,11,12,22,6000,4000,11,227,"levigatura",20,6,"4.4",,"Ascia da parata con corpo fusiforme, margini simmetrici, tallone appuntito, tagliente lievemente curvilineo",1,3,1,1,2020-08-20,43,39,1
165,333142,53758,,240,33,3,2,4,204,"-","-","Dono Bellini","-",11,12,14,5600,4000,11,65,"levigatura",23,"5.8",5,,"Ascia da parata imitante il tipo europeo Bègude. Ha corpo fusiforme, tallone appuntito, margine sinistro maggiormente curvo rispetto al destro, tagliente rettilineo.",1,3,1,1,2020-08-20,43,39,1
166,333240,134024,,859,59,3,2,5,106,"Loc. Riesci. Tomba a grotticella","Loc. Riesci. Tomba a grotticella","Felice Gino Lo Porto",1968,12,12,14,4500,4000,11,199,"levigatura",35,17,9,,"Idolo di forma cilindrica leggermente appiattita con sezione trasversale ellittica, rastremato verso il basso e privo di rappresentazione degli arti inferiori o altri attributi anatomici. Ha testa arrotondata resa sommariamente e volto a civetta a rilievo: le sopracciglia sono unite al naso nel classico schema a T, una tacca profondamente incisa indica la bocca, due solchi convergenti senza unirsi sotto il mento rendolo angolare il contorno del volto e si allineano parallele ad altre solcature che determinano due cordoni angolosi interpretabili come collane",1,3,1,1,2020-08-20,43,39,1
167,333381,134026,,485,43,3,2,5,106,"Loc. Riesci. Tomba a grotticella","Loc. Riesci. Tomba a grotticella","Felice Gino Lo Porto",1968,12,12,14,4500,4000,11,25,"colombino","11.5","16.4",,,"Ciotola in stile Diana. E' in impasto semifine ed ha orlo diritto con labbro appiattito, carena arrotondata e fondo piatto",6,3,1,1,2020-08-20,43,39,1
168,333380,134025,,607,43,3,2,5,106,"Loc. Riesci. Tomba a grotticella","Loc. Riesci. Tomba a grotticella","Felice Gino Lo Porto",1968,12,12,14,4500,4000,11,25,"colombino","9.6","10.3","0.7",,"Vaso in stile Diana. E' in impasto semifine ed è caratterizzato da due anse a rocchetto, di cui una rotta, forate e insellate; fondo piatto",2,3,1,1,2020-08-20,43,39,1
169,333382,134026,"bis",586,43,3,2,5,106,"Loc. Riesci. Tomba a grotticella","Loc. Riesci. Tomba a grotticella","Felice Gino Lo Porto",1968,12,12,14,4500,4000,11,25,"colombino","11.5","12.5","0.7",,"Scodella in stile Diana di cui si conservano due frammenti: l'orlo diritto con labbro appiattito e la parete",8,3,1,1,2020-08-20,43,39,1
170,333274,49610,,485,43,3,2,5,108,"Masseria Cesario. Sul tumulo","Masseria Cesario. Sul tumulo","Mariantonia Gorgoglione","2003/2006-7",12,12,11,5000,4500,11,25,"colombino","12.1",,"0.5","17.9","Grande ciotola a pareti ovoidali in stile Serra d'Alto: ha orlo diritto, labbro assottigliato, fondo piatto. E' in impasto figulino ed è dipinto in bruno, all'interno, lungo l'orlo, con banda campita a tremolo mentre all'esterno, sempre lungo l'orlo, è banda campita a triangoli diversamente orientati e alternativamente vuoti e pieni",6,3,1,1,2020-08-20,43,39,1
171,333275,49611,,607,43,3,2,5,108,"Masseria Cesario. Sul tumulo","Masseria Cesario. Sul tumulo","Mariantonia Gorgoglione","2003/2006-7",12,12,11,5000,4500,11,25,"colombino","5.5","13.5","0.6",,"Vasetto globulare in stile Serra d'Alto in impasto figulino: privo di orlo, di esso si conservano la parete con coppia di prese a cartoccio e a doppia perforazione verticale e il fondo piatto",6,3,1,1,2020-08-20,43,39,1
172,333276,49612,,595,43,3,2,5,108,"Masseria Cesario. Sul tumulo","Masseria Cesario. Sul tumulo","Mariantonia Gorgoglione","2003/2006-7",12,12,11,5000,4500,11,25,"colombino","5.4",,"0.4","7.5","Tazza miniaturistica in stile Serra d'Alto con orlo leggermente estroflesso, labbro arrotondato, pareti leggermente concave, carena a spigolo vivo dove sono impostate due presine simmetriche, fondo convesso su piccolo piede cilindrico concavo alla base. Impasto fine",1,3,1,1,2020-08-20,43,39,1
173,333277,49613,,485,43,3,2,5,108,"Masseria Cesario. Tomba 1","Masseria Cesario. Tomba 1","Mariantonia Gorgoglione","2003/2006-7",12,12,14,4500,4300,11,25,"colombino","7.8",,"0.5","14.5","Frammento di ciotola in stile Diana con orlo diritto, labbro assottigliato, parete e vasca rettilinee, carena a spigolo vivo, fondo piatto in impasto semifine ",6,3,1,1,2020-08-20,43,39,1
174,333278,49614,,607,43,3,2,5,108,"Masseria Cesario. Tomba 1","Masseria Cesario. Tomba 1","Mariantonia Gorgoglione","2003/2006-7",12,12,11,5000,4500,11,25,"colombino","3.2",,"0.5","3.1","Vasetto globulare in stile Serra d'Alto. E' in impasto fine e ha colletto cilindrico con orlo diritto e labbro appiattito, fondo con omphalos su cui è inciso un motivo a X. Sulla parete è coppia di presette orizzontali allungate e simmetriche",4,3,1,1,2020-08-20,43,39,1
175,333279,49615,,762,49,3,2,5,108,"Masseria Cesario. Tomba 1","Masseria Cesario. Tomba 1","Mariantonia Gorgoglione","2003/2006-7",12,12,22,5000,4300,11,25,"colombino","4.4","1.2","0.3",,"Frammento di spatola di cui si conserva la parte distale: i margini, levigati, convergono a formare una punta",8,3,1,1,2020-08-20,43,39,1
176,333231,49616,,607,43,3,2,5,108,"Masseria Cesario. Tomba a fossa T9","Masseria Cesario. Tomba a fossa T9","Mariantonia Gorgoglione","2003/2006-7",12,12,22,5000,4300,11,25,"colombino","13.5",,"0.6","17.9","Vaso con orlo diritto, labbro assottigliato, carena arrotondata, pareti rettilinee, vasca leggermente concava che termina con un piede a tacco in impasto grossolano e con tracce di bruciato",4,3,1,1,2020-08-20,43,39,1
177,333280,49617,,607,43,3,2,5,108,"Masseria Cesario. Tomba a fossa T10","Masseria Cesario. Tomba a fossa T10","Mariantonia Gorgoglione","2003/2006-7",12,12,22,5000,4300,11,25,"colombino","6.3",,"0.4","3.4","Vaso miniaturistico con corpo biconico, parete concava, vasca rettilinea, carena a spigolo vivo su cui sono prese a perforazione verticale che si ripetono lungo l'orlo leggermente estroflesso con labbro arrotondato, fondo piatto. Impasto grossolano",6,3,1,1,2020-08-20,43,39,1
178,333233,49627,,548,43,3,2,5,46,"Le Conche","Le Conche","Biagio Fedele",,12,12,14,4500,4300,11,25,"colombino","8.8",,"0.4",9,"Olletta in stile Diana con orlo diritto, labbro appiattito, due anse a rocchetto forate e leggermente insellate sulla parete, bassa carena arrotondata e fondo piatto. Impasto semifine",10,3,1,1,2020-08-21,43,39,1
179,333232,49626,,485,43,3,2,5,46,"Le Conche","Le Conche","Biagio Fedele",,12,12,14,4500,4300,11,25,"colombino","7.4",,"0.7","16.5","Ciotola in stile Diana. E' in impasto figulino ed ha orlo diritto con labbro arrotondato, carena arrotondata, ansa tubolare orizzontale forata sulla parete, fondo convesso che reca piccola impressione. ",10,3,1,1,2020-08-21,43,39,1
180,333377,128158,,586,43,3,2,5,192,"Monte Salete. T7","Monte Salete. T7","A. Fornaro",1967,12,12,14,4500,4300,11,25,"colombino","2.7",,"0.7","10.3","Scodellina in stile Diana. E' in impasto semifine  e presenta orlo diritto, labbro arrotondato, pareti convesse, fondo piatto",2,3,1,1,2020-08-21,43,39,1
181,333239,128157,,485,43,3,2,5,192,"Monte Salete","Monte Salete","A. Fornaro",1967,12,12,14,4500,4300,11,25,"colombino","7.8",,"0.7","16.1","Ciotola in stile Serra d'Alto/Diana. E' in impasto semifine ed ha orlo leggermente rientrante con labbro appiattito, ansa a rocchetto pieno rettilineo sulla parete, carena arrotondata e fondo piatto",10,3,1,1,2020-08-21,43,39,1
182,333379,128160,,281,33,3,2,5,192,"Monte Salete. T7","Monte Salete. T7","A. Fornaro",1967,12,12,14,4500,4300,11,196,"levigatura","3.4",,,"5.4","Percussore di forma circolare con entrambe le facce appiattite e margini arrotondati levigati",1,3,1,1,2020-08-21,43,39,1
183,333378,128159,,586,43,3,2,5,192,"Monte Salete. T7","Monte Salete. T7","A. Fornaro",1967,12,12,14,4500,4300,11,25,"colombino","2.7",,"0.5","7.5","Scodella miniaturistica in stile Diana. E' in impasto semifine  e presenta orlo diritto, labbro appiattito, pareti troncoconiche su cui è ansa a rocchetto tozzo, fondo piatto",1,3,1,1,2020-08-21,43,39,1
184,333281,49618,,607,43,3,2,6,108,"Punta Rondinella. Tomba a fossa 6","Punta Rondinella. Tomba a fossa 6","Mariantonia Gorgoglione","1992-96",12,12,14,4500,4300,11,25,"colombino","10.5",,"0.6",14,"Vaso in stile Diana. E' in impasto grossolano ed è caratterizzato da orlo leggermente estroflesso con labbro ingrossato, collo leggermente concavo, alta carena arrotondata su cui sono impostate due anse a nastro corto, vasca rettilinea, fondo piatto",4,3,1,1,2020-08-21,43,39,1
185,333130,49619,,791,52,3,2,6,108,"Punta Rondinella. Tomba a fossa 6","Punta Rondinella. Tomba a fossa 6","Mariantonia Gorgoglione","1992-96",12,12,14,4500,4300,11,238,"scheggiatura","3.4","1.6","0.3",,"frammento mesiale di lama in selce garganica con margini piuttosto regolari e nervature dorsali rettilinee e parallele tra di loro che attestano una possibile scheggiatura a pressione",8,3,1,1,2020-08-21,43,39,1
186,333282,49620,,548,43,3,2,6,108,"Punta Rondinella. Area delle sepolture","Punta Rondinella. Area delle sepolture","Mariantonia Gorgoglione",1992,12,12,11,5000,4500,11,25,"colombino","7.5","11.5","0.9",,"Frammento di olletta in stile Diana. E' in impasto semifine e di essa si conserva l'orlo dirirtto con labbro appiattito e, sotto, ansa a rocchetto rettilineo e forato",8,3,1,1,2020-08-21,43,39,1
187,333283,49621,,607,43,3,2,6,108,"Punta Rondinella. Tomba 4","Punta Rondinella. Tomba 4","Mariantonia Gorgoglione",1992,12,12,11,5000,4500,11,25,"colombino",6,,"0.7",11,"Frammento di vasetto globulare in stile Serra d'Alto. E' in impasto grossolano e di esso si conserva la parete su cui è applicato motivo a doppia spirale",8,3,1,1,2020-08-21,43,39,1
188,333284,49622,,607,43,3,2,6,108,"Punta Rondinella. Tomba 4","Punta Rondinella. Tomba 4","Mariantonia Gorgoglione",1992,12,12,11,5000,4500,11,25,"colombino","6.1","8.1","0.6",,"Vasetto globulare in stile Serra d'Alto di cui si conserva l'orlo leggermente estroflesso con labbro ingrossato e la parete decorata con motivo semicircolare inciso e campito a impressioni puntiformi. Tracce di colore rosso (ocra o cinabro?) alla base del collo",8,3,1,1,2020-08-21,43,39,1
189,333285,49623,,548,43,3,2,6,108,"Punta Rondinella. Tomba 2","Punta Rondinella. Tomba 2","Mariantonia Gorgoglione","1992-96",12,12,11,5000,4500,11,25,"colombino","12.1",,"0.8","22.2","Olla biconica in stile Serra d'Alto. E' in impasto grossolano con superfici corrose e di essa si conserva l'orlo leggermente estroflesso su cui è applicata fila orizzontale di bugne circolari e motivo a S applicato sulla parete",6,3,1,1,2020-08-21,43,39,1
190,333286,49624,"a-b",548,43,3,2,6,108,"Punta Rondinella. Area delle sepolture","Punta Rondinella. Area delle sepolture","Mariantonia Gorgoglione","1992-96",12,12,11,5000,4500,11,25,"colombino","9.5","14.9","1.1",,"Olla globulare in stile Serra d'Alto di cui si conservano due parti non contigue. Ha orlo diritto con labbro appiattito e, sulla parete, due protomi zoomorfe costituite da due bugne sovrapposte: una superiore più piccola e schiacciata lateralmente (la testa) e l'altra più grande schiacciata sul corpo (il corpo)",7,3,1,1,2020-08-21,43,39,1
191,333247,5331,,607,43,3,2,6,108,"Scoglio del Tonno. Tomba 5","Scoglio del Tonno. Tomba 5","Quintino Quagliati",1900,12,12,14,4500,4300,11,25,"colombino","10.1",,"0.6","8.2","Vaso in stile Diana con corpo biconico. E' in impasto semifine ed è caratterizzato da orlo leggermente rientrante con labbro appiattito, due anse a rocchetto forate e leggermente insellate subito sotto l'orlo, carena arrotondata, fondo piatto",2,3,1,1,2020-08-21,43,39,1
192,333245,5329,,607,43,3,2,6,108,"Scoglio del Tonno. Tomba 5","Scoglio del Tonno. Tomba 5","Quintino Quagliati",1900,12,12,14,4500,4300,11,25,"colombino","9.9",,"0.6","9.2","Vaso in stile Diana con corpo ovoidale. E' in impasto semifine ed è caratterizzato da orlo diritto con labbro arrotondato, due anse a rocchetto forate e insellate subito sotto l'orlo, fondo piatto",4,3,1,1,2020-08-21,43,39,1
193,333246,5330,,607,43,3,2,6,108,"Scoglio del Tonno. Tomba 5","Scoglio del Tonno. Tomba 5","Quintino Quagliati",1900,12,12,14,4500,4300,11,25,"colombino","4.1",,"0.3","5.2","Vaso miniaturistico in stile Diana in impasto grossolano con bocca fusiforme, orlo diritto, labbro arrotondato, prese a rocchetto forate e insellate subito sotto l'orlo, fondo piatto. ",2,3,1,1,2020-08-21,43,39,1
194,333244,5328,,458,43,3,2,6,108,"Scoglio del Tonno. Tomba 5","Scoglio del Tonno. Tomba 5","Quintino Quagliati",1900,12,12,14,4500,4300,11,25,"colombino","7.5",,"0.4","7.2","Bicchiere di forma ovoidale in stile Diana. E' in impasto fine, ha orlo diritto con labbro appiattito, fondo piatto ",2,3,1,1,2020-08-21,43,39,1
195,333022,5327,,791,52,3,2,6,108,"Scoglio del Tonno. Tomba 5","Scoglio del Tonno. Tomba 5","Quintino Quagliati",1900,12,12,14,4500,4300,11,185,"scheggiatura","4.3","0.9","0.2",,"Lamella in ossidiana non ritoccata, scheggiata a percussione diretta o, meno probailmente a pressione",1,3,1,1,2020-08-21,43,39,1
196,333243,5326,,237,33,3,2,6,108,"Scoglio del Tonno. Tomba 5","Scoglio del Tonno. Tomba 5","Quintino Quagliati",1900,12,12,14,4500,4300,11,207,"levigatura","3.2","2.6","0.6",,"Accetta di forma triangolare a corpo piatto, tagliente sub-rettilineo, margini retti divergenti leggermente asimmetrici, tallone rotto. Tipologia: Tipo A - a corpo piatto",2,3,1,1,2020-08-21,43,39,1
197,333249,5333,,485,43,3,2,6,108,"Scoglio del Tonno. Tomba 5","Scoglio del Tonno. Tomba 5","Quintino Quagliati",1900,12,12,14,4500,4300,11,25,"colombino","5.3",,"0.8","15.2","Frammento di ciotola a pareti rettilinee in stile Diana. Ha orlo diritto con labbro appiattito, ansa a rocchetto leggermente insellato e forato, fondo piatto",6,3,1,1,2020-08-21,43,39,1
