id_temp,id_def,nctn,inv,suf,l3,l4,piano,sala,vetrina,comune,via,geonote,scan,dsca,dscd,dtzgi,dtzgf,dtzs,dtsi,dtsf,dtm,materia,tecnica,misa,misl,misd,deso,stcc,stcl,adsp,adsm,cmpd,cmpn,fur,cdgg
75,,333740,14077,null,43,467,2,3,17,108,via Di Cesare,"Località Montedoro, incrocio via Di Cesare-via D'Aquino (deposito D'Eredità)","Località Montedoro, incrocio via Di Cesare-via D'Aquino (deposito D'Eredità)",Luigi Viola,1880,22,22,4,-800,-751,13,25,modellato a mano,11,,8.2,"brocca biconica mediogeometrica messapica con labbro estroflesso, collo appena distinto rigonfio, corpo globulare con base piana, ansa a nastro impostata dal labbro al punto di massima espansione del corpo. Raggiera e doppi tratti radiali intorno al labbro, dal collo al corpo tre fasce cigliate intervallate da serie di uccelli palustri, ben distanziati tra di loro, e intervallati in quella più in basso da ornati penduli. Sull'ansa doppia fila verticale di tratti obliqui.",2,3,1,1,2020/07/30,33,39,1
76,,333744,14095,null,43,467,2,3,17,108,via Di Cesare,"Località Montedoro, incrocio via Di Cesare-via D'Aquino (deposito D'Eredità)","Località Montedoro, incrocio via Di Cesare-via D'Aquino (deposito D'Eredità)",Luigi Viola,1880,22,22,4,-800,-751,13,25,modellato a mano,13.8,,12,"brocca biconica  mediogeometrica messapica con labbro estroflesso, collo svasato, corpo sferoidale e base piana; ansa verticale a sezione circolare impostata dal labbro alla spalla. Sul collo fascia stretta e tre fasce cigliate, sul corpo serie alternate di poligoni a risparmio su fondo dipinto. Sul labbro e sull'ansa tratti radiali.",2,3,1,1,2020/07/30,33,39,1
77,,333732,14046,null,43,467,2,3,17,108,via Di Cesare,"Località Montedoro, incrocio via Di Cesare-via D'Aquino (deposito D'Eredità)","Località Montedoro, incrocio via Di Cesare-via D'Aquino (deposito D'Eredità)",Luigi Viola,1880,22,22,4,-800,-751,13,25,modellato a mano,8,,8.6,"brocca biconica  mediogeometrica messapica con orlo svasato, collo distinto rigonfio, corpo globulare schiacciato, ansa a nastro impostata dall'orlo alla spalla. Sul raggiera, sul collo e sul corpo tre serie distanziate di doppie linee orizzontali che chiudono in alto filetti ondulati doppi e sulla spalla triplici linee poste ad angolo e, in alto, corti tratti. Sull'ansa serie di triplici linee parallele.",2,3,1,1,2020/07/30,33,39,1
78,,333741,14078,null,43,467,2,3,17,108,via Di Cesare,"Località Montedoro, incrocio via Di Cesare-via D'Aquino (deposito D'Eredità)","Località Montedoro, incrocio via Di Cesare-via D'Aquino (deposito D'Eredità)",Luigi Viola,1880,22,22,4,-800,-751,13,25,modellato a mano,11.5,,13.5,"brocca biconica  mediogeometrica messapica con orlo estroflesso, corto collo svasato, corpo ellissoidale, base piana e ansa a nastro impostata dall'orlo alla spalla. Sull'orlo raggiera, un fascia e un filetto inquadrano sul collo gruppi di fitte spezzate, sul corpo un riquadro con filetti in alto e in basso che chiudono una stretta fascia con rombi pieni, motivo a chevrons, catena di losanghe con tratto centrale interno e, a una certa distanza dalle precedenti, altra catena di rombi pieni. Sull'ansa filetti tra due fasce verticali.",2,3,1,1,2020/07/30,33,39,1
79,,333735,14061,null,43,460,2,3,17,108,via Di Cesare,"Località Montedoro, incrocio via Di Cesare-via D'Aquino (deposito D'Eredità)","Località Montedoro, incrocio via Di Cesare-via D'Aquino (deposito D'Eredità)",Luigi Viola,1880,22,22,4,-800,-751,13,25,modellato a mano,6.3,,10.9,"boccaletto  mediogeometrico messapico con orlo estroflesso (mancante), corto collo, corpo sferoidale schiacciato su fondo cavo, ansa curviline mutila impostata dall'orlo alla spalla. Sull'orlo fascia cigliata, sul collo linea orizzontalee sul corpo triangoli reticolatiintervallati da gruppi di losanghe a tratteggio ripetuti sotto l'attacco dell'ansa, decorata con doppie fasce campite da tratti obliqui nella porzione conservata. ",2,3,1,1,2020/07/30,33,39,1
80,,333734,14055,null,43,467,2,3,17,108,via Di Cesare,"Località Montedoro, incrocio via Di Cesare-via D'Aquino (deposito D'Eredità)","Località Montedoro, incrocio via Di Cesare-via D'Aquino (deposito D'Eredità)",Luigi Viola,1880,21,21,8,-850,-826,13,25,modellato a mano,7.5,,12.5,"brocchetta biconica  del Geometrico Antico messapico priva di parte dell'orlo, estroflesso, con collo fortemente svasato e rigonfio, corpo carenato, piede a basso anello e ansa a sezione circolare impostata dall'orlo alla spalla. Sotto l'rolo un filetto chiude in alto linee tremule singole fortemente distanziate, in basso una fascia e uno stretto filetto chiudono serie di triangoli multipli.",3,3,1,1,2020/07/30,33,39,1
81,,333733,14049,null,43,548,2,3,17,108,via Di Cesare,"Località Montedoro, incrocio via Di Cesare-via D'Aquino (deposito D'Eredità)","Località Montedoro, incrocio via Di Cesare-via D'Aquino (deposito D'Eredità)",Luigi Viola,1880,22,22,5,-750,-701,13,25,modellato a mano,7.2,,7.2,"olla  tardogeometrica messapica con orlo piano, collo indistinto svasato, corpo ellissoidale e base piana, anse veritcali a sezione triangolare impostate dall'orlo alla spalla. Sul collo fascia piena, subito sotto fascia a tratti obliqui e nuova larga fascia piena dalla quale partono linee frangiate intervallate da rombi campiti con tratti obliqui.",2,3,1,1,2020/07/30,33,39,1
82,,333745,37425,null,43,548,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,20,20,,,,8,25,modellato a mano,,,,"labbro e spalla di olla di produzione messapica. Sul piano del labbro motivo a raggiera con triangoli ben distanziati chiusi all'esterno e all'interno da un filetto, sulla spalla fascia orizzontale e linee oblique.",8,3,1,1,2020/07/30,33,39,1
83,,333746,37426,null,43,548,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,22,22,4,-800,-751,8,25,modellato a mano,,,,"parete di olla mediogeometrica messapica con resti di decorazione a larghe bande oblique (forse triangoli), fasce e resti di un soggetto ornitomorfo stilizzato.",8,3,1,1,2020/07/30,33,39,1
84,,333748,37428,null,43,548,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,21,21,9,-825,-801,8,25,modellato a mano,,,,parete di olla del Geometrico Antico messapico con resti della decorazione a riquadri frangiati all'interno e linea tratteggiata (?) orizzontale.,8,3,1,1,2020/07/30,33,39,1
85,,333747,37427,null,43,467,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,22,23,15,-725,-626,8,25,modellato a mano,,,,"parete di brocca tardogeometrica messapica decorata a fasce e filetti con motivi a reticolo e meandro a Z sulla spalla e sul corpo, in basso, guilloche o catena tripla con punti centrali.",8,3,1,1,2020/07/30,33,39,1
86,,333752,37432,null,43,467,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,22,23,15,-725,-626,8,25,modellato a mano,,,,parete di brocca (o altro vaso chiuso) tardogeometrica messapica con parte dell'ansa con decorazione a fasce e riquadri e catena di rombi campiti a righe oblique sull'ansa.,8,3,1,1,2020/07/30,33,39,1
87,,333751,37431,null,43,467,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,22,23,15,-725,-626,8,25,modellato a mano,,,,parete di brocca (o altro vaso chiuso) tardogeometrica messapica con parte dell'ansa con decorazione a fasce e riquadri e serie di tratti orizzontali e chevrons sull'ansa.,8,3,1,1,2020/07/30,33,39,1
88,,333753,37433,null,43,548,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,22,23,15,-725,-626,8,25,modellato a mano,,,,parete di olla tardogeometrica messapica decorata con resti di fasce verticali a chevrons tra filetti e motivo a triangolo. ,8,3,1,1,2020/07/30,33,39,1
89,,333750,37430,null,43,548,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,22,23,15,-725,-626,8,25,modellato a mano,,,,parete di olla decorata tardogeometrica messapica con resti di fasce orizzontali e sotto serie di rombi quadripartiti con minute decorazioni geometriche interne.,8,3,1,1,2020/07/30,33,39,1
90,,333749,37429,null,43,548,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,22,23,15,-725,-626,8,25,modellato a mano,,,,"parete di olla tardogeometrica messapica, forse spalla, con resti della decorazione metopale a filetti inquadrati da altri motivi decorativi a sviluppo verticale.",8,3,1,1,2020/07/30,33,39,1
91,,333810,195419,null,44,639,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,22,22,3,-760,-741,8,25,tornio,,,,"protokotyle (kotyle con orlo distinto) di fabbrica corinzia (Mediogeometrico II) con breve orlo distinto, vasca profonda e ansa orizzontale a sezione circolare. Interamente verniciata a eccezione dello spazio tra le anse. Se ne conserva circa un quarto con l'ansa integra. ",8,3,1,1,2020/07/30,33,39,1
92,,333811,195420,null,44,639,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,22,22,8,-750,-726,8,25,tornio,,,,boccaletto corinzio (Tardogeometrico) con alto labbro lievemente svasato e vasca alta e stretta. Decorato con serie di filetti su labbro e spalla. Si conserva una ridotta porzione.,8,3,1,1,2020/07/30,33,39,1
93,,333812,195421,null,44,639,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,22,23,15,-700,-690,8,25,tornio,,,,"kotyle di fabbrica corinzia (Protocorinzio Antico) decorata con filetti sull'orlo e sulla vasca e fascia a risparmio all'altezza delle anse, non conservate, riempita con serie di chevrons inquadrati ai lati da tratti verticali. Si conserva una ridotta porzione di orlo e vasca.",8,3,1,1,2020/07/30,33,39,1
94,,333755,37435,null,44,639,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,22,23,15,-700,-690,8,25,tornio,,,,"kotyle di fabbrica corinzia (Protocorinzio Antico) decorata con fascia a risparmio all'altezza delle anse, non conservate, riempita con serie di chevrons inquadrati ai lati da tratti verticali. Si conserva una ridotta porzione di vasca. Forse pertinente al vaso precedente.",8,3,1,1,2020/07/30,33,39,1
95,,333813,195423,null,44,642,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,23,24,15,-600,-590,8,25,tornio,,,,"kylix di produzione coloniale con labbro svasato e vasca bassa. Labbro decorato a filetti, vasca verniciata. Se ne conserva circa un quarto senza anse e senza piede.",8,3,1,1,2020/07/30,33,39,1
96,,333815,195425,null,44,642,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,23,24,15,-600,-590,8,25,tornio,,,,"kylix di produzione coloniale con labbro svasato e vasca bassa. Labbro decorato a filetti, vasca verniciata. Se ne conserva meno di un quarto senza anse e senza piede.",8,3,1,1,2020/07/30,33,39,1
97,,333754,37434,null,44,639,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,23,23,5,-651,-600,8,25,tornio,,,,"kylix di produzione coloniale con labbro svasato e vasca bassa. Decorata con filetti sul labbro, fascia a risparmio sulla spalla con serie di chevrons irregolari delimitati da tratti verticali sopra zona a vernice unita. Si conserva una porzione di labbro e vasca pari a meno di un quarto del vaso, in due frammenti, priva di anse e piede.",8,3,1,1,2020/07/30,33,39,1
98,,333814,195424,null,44,639,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,23,23,5,-651,-600,8,25,tornio,,,,"kylix di produzione coloniale con labbro svasato e vasca bassa. Decorata con filetti sul labbro, fascia a risparmio sulla spalla con serie di chevrons irregolari delimitati da tratti verticali sopra zona a vernice unita. Si conserva una porzione di labbro e vasca pari a meno di un quarto del vaso, priva di anse e piede.",8,3,1,1,2020/07/30,33,39,1
99,,333816,195426,null,44,642,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,23,23,5,-651,-600,8,25,tornio,,,,"kantharos di produzione coloniale con labbro svasato e vasca alta e stretta. Decorato sul labbro con serie di S, verniciato sulla vasca. Si conserva una ridotta porzione di labbro e spalla.",8,3,1,1,2020/07/31,33,39,1
100,,333818,195428,null,44,642,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,23,23,3,-660,-641,8,25,tornio,,,,"cratere di produzione coloniale con labbro a profilo rettilineo e spalla pronunciata. Decorato sul piano del labbro con tratti verticali irregolari, all'esterno lungo il profilo con serie di S rovesciate inquadrate da linee su tre lati, obliqua quella verticale, sulla spalla resti di un motivo forse vegetale inquadrato da due linee oblique ai lati. Si conserva una ridotta porzione di labbro e spalla.",8,3,1,1,2020/07/31,33,39,1
101,,333817,195427,null,44,642,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,23,23,3,-660,-641,8,25,tornio,,,,"cratere o kylix-cratere di produzione coloniale con labbro indistinto a orlo piano, vasca a parete lievemente svasata e ansa a bastoncello impostata in orizzontale all'altezza della spalla. Piano dell'orlo decorato con tratti verticali, esterno a filetti con resti forse di uno chevron a sinistra dell'ansa, ansa verniciata.",8,3,1,1,2020/07/31,33,39,1
102,,333819,195429,null,43,499,2,3,17,108,null,S. Domenico,S. Domenico,Felice Gino Lo Porto,1970,22,22,3,-760,-741,8,25,tornio,,,,"cratere di produzione non identificata con labbro lievemente svasato a orlo piano e spalla pronunciata. Decorato sul piano del labbro con serie di tratti verticali su filetto all'interno, esterno verniciato fatta eccezione per una sottile fascia all'altezza dell'orlo. ",8,3,1,1,2020/07/31,33,39,1
103,,333820,195430,null,44,642,2,3,17,108,Largo S. Martino,null,Largo S. Martino,Antonietta Dell'Aglio,1988,23,23,8,-650,-626,8,25,tornio,,,,"deinos di produzione coloniale (tipo Incoronata) con labbro piano, ansa a rocchetto e vasca globulare, sotto l'ansa a sinistra tracce del finto anello plastico che pendeva dall'ansa a rocchetto. Piano del labbro decorato con triplice spirale continua, ansa e vasca verniciate. ",8,3,1,1,2020/07/31,33,39,1
104,,333823,195434,null,44,642,2,3,17,108,Largo S. Martino,null,Largo S. Martino,Antonietta Dell'Aglio,1988,23,23,3,-660,-641,8,25,tornio,2,4,,"kantharos di produzione coloniale con labbro svasato e vasca alta e stretta. Decorato a filetti sul labbro, vasca verniciata. Si conserva una ridotta porzione di labbro e vasca.",8,3,1,1,2020/07/31,33,39,1
105,,333824,195435,null,44,642,2,3,17,108,Largo S. Martino,null,Largo S. Martino,Antonietta Dell'Aglio,1988,23,23,3,-660,-641,8,25,tornio,4,3.5,,"kylix di produzione coloniale con labbro svasato e vasca profonda. Decorata all'esterno sul labbro con sigma, all'interno a filetti, vasca verniciata. Si conserva una ridotta porzione di labbro e vasca.",8,3,1,1,2020/07/31,33,39,1
106,,333825,195431,null,44,610,2,3,17,108,null,Seminario Arcivescovile,Seminario Arcivescovile,Maruggi Grazia Angela,1983,23,23,3,-660,-641,8,25,tornio,8,12,,"anfora corinzia di tipo A con orlo svasato, collo rettilieno e attacco dell'ansa a sezione circolare subito sotto l'orlo. ",8,3,1,1,2020/07/31,33,39,1
107,,333821,195432,null,44,639,2,3,17,108,null,Seminario Arcivescovile,Seminario Arcivescovile,Maruggi Grazia Angela,1983,22,23,15,-700,-690,8,25,tornio,4.5,10,,"kylix di produzione corinzia con alto labbro a profilo rettilineo e vasca profonda. Decorata a filetti sul labbro e serie di sigma irregolari sulla vasca, inquadrati da tratti verticali ai lati e chiusi in basso da zona interamente verniciata. Si conserva una porzione pari a un quarto del vaso in frammenti ricomposti, priva di anse e piede.",8,3,1,1,2020/07/31,33,39,1
108,,333822,195433,null,43,467,2,3,17,108,null,Seminario Arcivescovile,Seminario Arcivescovile,Maruggi Grazia Angela,1983,23,23,5,-641,-600,8,25,tornio,7,3,,"ansa di vaso chiuso di fabbrica non identificata. Decorata con un serpente il cui corpo si snoda lungo il profilo dell'ansa e la testa è posizionata verso l'interno del vaso, sulla parte piatta dell'orlo, come riempitivi svastiche. ",8,3,1,1,2020/07/31,33,39,1
109,,333826,196087,null,44,642,2,3,17,108,via Leonida,null,via Leonida 52,"A. Dell'Aglio, G. Russo",1988,23,23,8,-650,-626,8,25,tornio,,,,"deinos di produzione coloniale (tipo Incoronata) con labbro piano, ansa a rocchetto e vasca globulare. Piano del labbro decorato con triplice spirale continua, ansa verniciata, resti di decorazione a tratti verticali sotto l'ansa. L'ansa è finita all'estremità quindi non doveva reggere l'anello, a differenza del n. inv. 195430, come dimostra anche il diverso sistema decorativo sulla spalla.",8,3,1,1,2020/07/31,33,39,1
110,,333827,198088,null,44,642,2,3,17,108,via Leonida,null,via Leonida 52,"A. Dell'Aglio, G. Russo",1988,23,23,3,-660,-641,8,25,tornio,,,,"stamnos di produzione coloniale (forse locale: v. inv. 154440) con labbro piano, tracce della presa, non conservata, al labbro e vasca globulare. Piano e esterno del labbro verniciati, spalla decorata con due serie di tratti verticali. Si conserva una ridotta porzione di labbro e spalla.",8,3,1,1,2020/07/31,33,39,1
111,,333828,196091,null,44,642,2,3,17,108,via Leonida,null,via Leonida 52,"A. Dell'Aglio, G. Russo",1988,23,23,4,-600,-651,8,25,tornio,,,,"cratere di produzione coloniale con alto labbro a profilo rettilineo e vasca globulare. Decorato a trattini sul piano del labbro, serie di S sul profilo esterno e motivi a triangolo in spazi metopali scanditi da lunghi tratti verticali sulla spalla. Si conserva una porzione inferiore a un quarto di labbro e vasca.",8,3,1,1,2020/07/31,33,39,1
112,,345685,52718,null,44,639,2,7,55,108,Via Capecelatro,Via Capecelatro angolo via Amedeo,Via Capecelatro angolo via Amedeo,null,14367,22,23,15,-700,-690,8,25,tornio,,,,"aryballos protocorinzio del tipo globulare. Labbro a disco, collo ciclindrico, ansa a nastro impostata dal labbro alla spalla, corpo globulare e piede ad anello. Decorato a fasce sul bocchello e sul collo, a raggi sulla spalla e con filetti sul resto del corpo, fino alla porzione in prossimità del piede, verniciata con linea a risparmio. ",4,3,1,1,03/08/2020,33,39,1
113,,345686,52719,null,44,639,2,7,55,108,Via Capecelatro,Via Capecelatro angolo via Amedeo,Via Capecelatro angolo via Amedeo,null,14367,22,23,15,-700,-690,8,25,tornio,,,,"kylix protocorinzia (Protocorinzio Antico) con labbro decorato a filetti, spalla decorata a sigma irregolari tra tratti verticali, vasca verniciata e anse decorate con linea orizzontale.",10,3,1,1,03/08/2020,33,39,1
114,,345653,20464,null,44,639,2,7,55,108,via Vaccarella,null,"Via Vaccarella, tomba 20",null,8382,23,23,3,-660,-641,8,25,tornio,,,,"aryballos protocorinzio (Protocorinzio Tardo) del tipo ovoidale. Labbro a disco, collo cilindrico, ansa impostata dal collo alla spalla, spalla globulare rastremato verso il basso. Decorato acerchi concentrici sul piano del labbro e sul corpo, con motivo a onde sulla spalla, fondo verniciato con linea a risparmio.",10,3,1,1,03/08/2020,33,39,1
115,,345654,20465,null,46,706,2,7,55,108,via Vaccarella,null,"Via Vaccarella, tomba 20",null,8382,22,23,15,-700,-690,8,34,fusione,,,,"applique bronzea di produzione laconica. Raffigura un cavallo con muso, corpo e zampe allungate, orecchie appuntite e coda dritta unita alla base, traforata. ",10,3,1,1,03/08/2020,33,39,1
116,,345658,20478,null,44,639,2,7,55,108,null,C.da Tesoro,C.da Tesoro,null,11994,23,23,3,-660,-641,8,25,tornio,,,,"olpe a rotelle di produzione protocorinzia (Protocorinzio Medio) con labbro svasato a profilo continuo con il collo, cOllarino plastico all'attacco con la spalla, ansa impostata in alto sul labbro tra rotelle e in basso sotto la spalla, corpo globulare espanso verso il basso, basso piede a disco. Labbro, ansa e collo verniciati, decorazione a squame sulla spalla, sul corpo tre largh fasce di vernice e intorno al piede, verniciato, decorazione a corti raggi/denti di lupo.",10,3,1,1,03/08/2020,33,39,1
117,,345655,20475,null,44,639,2,7,55,108,null,C.da Tesoro,C.da Tesoro,null,11994,23,23,3,-660,-641,8,25,tornio,,,,"aryballos del tipo ovoidale di produzione protocorinzia (Protocorinzio Tardo) con labbro a disco, corto collo cilindrico, ansa a nastro impostata dal labbro alla spalla, base piana. Decorato a fasce.",10,3,1,1,03/08/2020,33,39,1
118,,345656,20476,null,44,639,2,7,55,108,null,C.da Tesoro,C.da Tesoro,null,11994,23,23,3,-660,-641,8,25,tornio,,,,"aryballo del tipo piriforme di produzione protocorinzia (Protocorinzio Tardo). Labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo con spalla espansa ratremato verso il basso, base piana. Decorato a fasce con raggi stretti e allungati sopra la base. ",10,3,1,1,03/08/2020,33,39,1
119,,345657,20477,null,44,639,2,7,55,108,null,C.da Tesoro,C.da Tesoro,null,11994,23,23,3,-660,-641,8,25,tornio,,,,"aryballos del tipo ovoidale di produzione protocorinzia (Protocorinzio Tardo). Labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo globulare con base piana. Decorato a fasce.",10,3,1,1,03/08/2020,33,39,1
120,,345662,22616,null,4,48,2,7,55,108,null,C.da Tesoro,C.da Tesoro,null,11994,23,23,3,-660,-641,16,184,fusione,,,,vago di cOllana in oro di forma sferica.,10,3,1,1,03/08/2020,33,39,1
121,,345659,20479,null,1,19,2,7,55,108,null,C.da Tesoro,C.da Tesoro,null,11994,23,23,3,-660,-641,16,22,forgiatura,,,,spillone in bronzo con capocchia a disco e ago a sezione circolare.,10,3,1,1,03/08/2020,33,39,1
122,,345660,20480,null,1,19,2,7,55,108,null,C.da Tesoro,C.da Tesoro,null,11994,23,23,3,-660,-641,16,22,forgiatura,,,,spillone in bronzo con ago a sezione circolare privo della capocchia.,8,3,1,1,03/08/2020,33,39,1
123,,345661,20481,null,4,28,2,7,55,108,null,C.da Tesoro,C.da Tesoro,null,11994,23,23,3,-660,-641,16,22,forgiatura,,,,anello a sezione circolare,10,3,1,1,03/08/2020,33,39,1
124,,345678,52705,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoidale di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo globulare rastremato verso il basso, piede a basso anello. Decorato con cerchi concentrici sul piano del labbro e sul corpo, sulla spalla onde correnti, fasce verso il piede.",10,3,1,1,03/08/2020,33,39,1
125,,345667,52694,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoidale di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo globulare rastremato verso il basso, piede a basso anello. Decorato con cerchi concentrici sul piano del labbro, sull'ansa linee verticali interrotte da tratti orizzontali, sulla spalla onde correnti intervallate a motivi cruciformi, sul corpo filetti interrotti sotto la spalla da fascia a tremuli, sopra il piede raggi stretti e allungati.",10,3,1,1,03/08/2020,33,39,1
126,,345663,52687,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoidale di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo globulare rastremato verso il basso, piede a basso anello. Decorato con raggiera sul piano del labbro, onde correnti rivolte verso l'alto sulla spalla, fascia a punti sfalsati seguita da decorazione figurata con tre cani in corsa, uno rivolto a destra e due affrontati, con riempitivi, chiusa in bassi da fascia a tremuli, raggiera intorno alla parte bassa del corpo.",10,3,1,1,03/08/2020,33,39,1
127,,345668,52695,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoidale di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo globulare rastremato verso il basso, piede a basso anello. Decorato con fila di punti tra filetti sul piano del labbro, onde correnti rivolte verso l'alto sulla spalla, fascia a punti sfalsati seguita da filetti sul corpo e raggiera sul corpo.",10,3,1,1,03/08/2020,33,39,1
128,,345670,52697,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoidale di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo globulare rastremato verso il basso, piede a basso anello. Decorato con raggi sul piano del labbro, corte linee orizzontali ondulate sull'ansa, punti sul collo, sulla spalla sue cani in corsa verso destra con onda corrente e rosetta a punti come riempitivi, fascia a punti sfalsati sulla spalla seguita da fasce alternate a sigma irregolari e a punti, raggiera intorno alla parte bassa del corpo.",10,3,1,1,03/08/2020,33,39,1
129,,345665,52691,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoidale di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo globulare rastremato verso il basso, piede a basso anello. Decorato con raggi sul piano del labbro chiusi da filetto, tratti orizzontali sull'ansa, sulla spalla fascia figurata con tre palmipedi rivolti a destra su fascia verniciata seguita da fascia di punti sfalsati, due fasce a vernice interrotte da ampia fascia a risparmio, due filletti e raggiera intorno alla parte bassa del corpo.",10,3,1,1,03/08/2020,33,39,1
130,,345674,52701,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, piede a basso anello. Decorato con raggi sul piano del labbro, fasce orizzontali sull'ansa, sulla spalla fasce a punti sfalsati alternate a fasce a vernice con tracce di suddipinture in paonazzo, raggiera intorno alla parte bassa del corpo.",10,3,1,1,03/08/2020,33,39,1
131,,345671,52692,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoidale di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, piede a basso anello. Decorato con raggi sul piano del labbro, tratti orizzontali ondulati sull'ansa, linguette sul collo, sulla spalla due cani correnti volti a sinistra e onda corrente come riempitivo, sotto fascia a punti sfalsati e filetti sul resto del corpo con raggiera sulla parte bassa.",10,3,1,1,03/08/2020,33,39,1
132,,345672,52699,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, piede a basso anello. Decorato con punti tra filetti sul piano del labbro e con fila di punti lungo il perimetro esterno, linea spezzata tra due verticali sull'ansa, sulla spalla due cani in corsa volti a destra, filetti sul corpo interrotti da fascia figurata con quattro cani in corsa.",10,3,1,1,03/08/2020,33,39,1
133,,345673,52700,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoide di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, piede a basso anello. Decorato sul piano del labbro con serie di spezzate, tratti verticali interrotti da tratti orizzontali sull'ansa, sulla spalla fascia figurata con due cani in corsa rivolti a destra chiusa in basso da filetti e seguita da fascia a punti sfalsati, altri filetti e nuova fascia figurata con quattro cani in corsa al punto di massima espansione del corpo delimitata da filetti in basso e raggiera.",10,3,1,1,03/08/2020,33,39,1
