"id","scheda","cmpd","nctn","inventario","suffisso","titolo","l3","l4","sala","scaffale","cassetta","comune","via","geonote","dtzgi","dtzgf","dtzs","dtsi","dtsf","materia","tecnica","misa","misl","misp","deso","stcc","oss","stima"
1259,,44849,330635,27943,,"Contursi-330635",43,457,3,3,97,108,,"Contrada Santa Lucia",30,30,22,,,272,105,3,"1.5",,"Balsamario in vetro. Orlo tagliato, collo cilindrico.",8,"sporadico, aprile 1885",
1260,,44848,330636,27944,,"Contursi-330636",43,457,3,3,97,108,,"Contrada Santa Lucia",30,30,22,,,272,105,3,1,,"Balsamario in vetro. Orlo tagliato, collo cilindrico.",8,"sporadico, aprile 1885",
1261,,44798,330637,27945,,"Contursi-330637",43,457,3,3,97,108,,"Contrada Santa Lucia",30,30,22,,,272,105,5,,,"balsamario in vetro frammentario. Resta solo la parte inferiore del corpo.",8,"sporadico, aprile 1885",
1273,,44749,330648,27956,,"Contursi-330648",43,457,3,3,97,108,,"Contrada Santa Lucia",30,30,22,,,272,105,"5.4",3,,"balsamario in vetro frammentario. Collo cilindrico, corpo piriforme",8,,
1115,,44567,330723,27778,,"Contursi-330723",65,913,3,3,99,108,,"Contrada Santa Lucia",30,30,4,1,100,272,105,"2.7","5.1",,"Frammento relativo a fondo di contenitore in vetro. Resta parte del corpo rastremato e il fondo piano.",8,"Sarcofago, 13.01.1885",
842,,44602,330516,27075,,"Contursi-330516",43,457,3,3,96,108,"Via Regina Elena","Via Duca degli Abruzzi",30,30,4,1,50,272,105,6,"4.5",,"Balsamario in vetro tipo De Tommaso 7. Collo cilindrico con lieve strozzatura alla base, corpo sferico, base piana. Privo di orlo e parte del collo",8,"Urna cineraria 2, 18.05.1928",
1113,,44831,330721,27776,,"Contursi-330721",43,457,3,3,99,108,,"Contrada Santa Lucia",30,30,4,1,50,272,105,"4.5",3,,"Balsamario in vetro riconducibile al tipo Isings 6 o 26. Resta solo parte del corpo piriforme, Iridescenze.",8,"Sporadico,11.01.1885",
1128,,44636,330736,27791,,"Contursi-330736",43,457,3,3,99,108,,"Contrada Santa Lucia",30,30,4,1,50,272,105,"3.5","3.1",,"Balsamario in vetro tipo De Tommaso 7, con orlo estroflesso assottigliato, stretto collo cilindrico, corpo sferico. In frammenti.",8,"27.03.1886 Sarcofago",
1178,,44658,330557,27860,,"Contursi-330557",43,457,3,3,97,108,,"Contrada Santa Lucia",30,30,4,,,272,105,"5.7",7,,"Balsamario in vetro Isings 6, con orlo estroflesso tagliato, breve collo cilindrico con stozzatura alla base, corpo piriforme, fondo piano. Colore giallo. Iridescenze, rotto in più punti.",8,"Tomba, 30.04.1889",
1227,,44790,330602,27915,,"Contursi-330602",43,457,3,3,97,108,,"Contrada Santa Lucia",30,31,14,,,272,105,"4.6","1.3",,"Balsamario in vetro. Corpo piriforme. Manca il collo",8,"Sarcofago, 29-12-1891",
1228,,44755,330603,27916,,"Contursi-330603",43,457,3,3,97,108,,"Contrada Santa Lucia",30,31,14,,,272,105,"4.3","1.3",,"Balsamario in vetro. Orlo tagliato, collo cilindrico.",8,"Sarcofago, 29-12-1891",
803,,44605,329750,22771,,"Contursi-329750",43,457,3,2,30,108,"Via Crispi",,30,30,4,1,50,272,105,"4.8","3.2",,"Balsamario in vetro tipo De Tommaso 7. Orlo estroflesso, collo cilindrico con strozzatura alla base, corpo sferico, base piana. Incrostazioni.",8,"Contrada Cortivecchie, Urna IV, 20.07.1926",
1344,,44788,330718,28224,,"Contursi-330718",43,591,3,3,98,108,"Corso Piemonte",,24,24,6,,,25,119,"17.5","10.5",,"Frammento di skyphos mesocorinzio. Sull'orlo, tra linee orizzontali, tremoli; sul corpo teoria di animali, di cui si conservano un felino e un cervo tra riempitivi a rosette e punti.",8,"Tomba 1 del 13.01.1984",
1345,,44820,330719,28225,,"Contursi-330719",43,495,3,3,98,108,"Corso Piemonte",,24,24,,,,25,119,"9.2","1.3",,"Frammento di piede di coppa a vernice nera",8,"Tomba 1 del 13.01.1984",
683,,44600,326809,107942,,"Contursi-326809",43,447,3,2,78,108,,,24,26,17,-510,-310,25,119,"35.3","35.8",,"Anfora di tipo panatenaico di cui si conserva solo la parte inferiore del corpo e il piede. Decorazione figurata: su un lato parte di un carro trainato da cavalli; sull'altro due figure maschili in lotta al cospetto di una figura maschile ammantata e un'altra di cui si riconoscono solo le gambe scoperte. Ricomposto da più frammenti e lacunoso.",8,"Pozzo deposito 1, strati 2 e 3 25.09.1957",
1606,,44677,330062,20489,,"Contursi-330062",43,591,3,2,63,108,"Via Messapia","sistemazione Via Lecce",24,24,6,-590,-570,25,119,7,"10.7",,"Skyphos mesocorinzio. Orlo appena rientrante, profonda vasca troncoconica rastremata, piede ad anello. Decorazione evanida poco riconoscibile. Sull'orlo, tra linee orizzontali, tremoli; sul corpo, fregio zoomorfo tra riempitivi a rosette e punti. Presso il piede, raggi. Si conserva solo metà vaso",8,"Tomba VI del 07.04.1926",
1607,,44821,360701,20490,,"Contursi-360701",43,591,3,2,63,108,"Via Messapia","sistemazione Via Lecce",24,24,6,-590,-570,25,119,"8.8",,,"Skyphos mesocorinzio. Vasca troncoconica rastremata, piede ad anello. Decorazione evanida poco riconoscibile: sul corpo, fregio zoomorfo tra riempitivi a rosette e punti. Presso il piede, raggi. Si conserva solo la parte inferiore",8,"Tomba VI del 07.04.1926",
1608,,44659,330063,20491,,"Contursi-330063",43,591,3,2,63,108,"Via Messapia","sistemazione Via Lecce",24,24,6,-590,-570,25,119,,,,"Frammento di skyphos mesocorinzio. Orlo appena rientrante, profonda vasca troncoconica rastremata, piede ad anello. Decorazione evanida poco riconoscibile. Sull'orlo, tra linee orizzontali, tremoli; sul corpo, fregio zoomorfo tra riempitivi a rosette e punti. Presso il piede, raggi.",8,"Tomba VI del 07.04.1926",
526,,44738,329866,52762,,"Contursi-329866",43,450,3,2,41,108,,"Contrada Vaccarella, Casa G.D'andria",24,24,6,-600,-576,25,119,"7.3",,,"Aryballos globulare corinzio antico. Decorazione evanida. Sul ventre, finta baccellatura graffita e a colori alternati in bruno e rosso. Lacunoso.",8,"Tomba 29.10.1936",
588,,44835,330185,52907,,"Contursi-330185",43,450,3,2,72,108,,,24,24,6,-600,-576,25,119,,,,"Aryballos globulare. Bocchello a disco, breve collo, corpo globulare, ansa a nastro impostata tra bocchello e spalla. Frammentario. Vernice completamente evanida.",8,"Tomba 33 2.6.1943",
227,,44661,329530,20918,,"Contursi-329530",43,530,3,1,5,108,,,24,24,6,-600,-576,25,119,8,16,,"Coppa laconica. Labbro a profilo obliquo distinto dal corpo schiacciato. Decorazione in bruno: sul labbro, fascia con quadratini fra punti; fascia a campitura piena in bruno; sul fondo raggi preceduti da cerchi concentrici in rosso. Ricomposta ma ampiamente lacunosa",8,"tomba 12.6.1926",
239,,44754,329721,22867,,"Contursi-329721",43,499,3,1,29,108,,"Via Regina Elena",25,25,1,-500,-490,25,119,"10.7",10,,"Frammento di cratere a calice a fondo bianco. Si conserva parte di una figura femminile con abito riccamente pieghettato, rivolta a sinistra.",8,"sotto un mosaico di età romana 1926",
240,,44783,329722,22868,,"Contursi-329722",43,499,3,1,29,108,,"Via Regina Elena",25,25,1,-500,-490,25,119,"10.5","8.6",,"Frammento di cratere a calice a fondo bianco. Si conserva la gamba e la coda di un satiro in corsa verso sinistra. Attribuito da Carpenter al gruppo dei pionieri.",8,"sotto un mosaico di età romana 1926",
241,,44658,329723,22869,,"Contursi-329723",43,499,3,1,29,108,,"Via Regina Elena",25,25,1,-500,-490,25,119,"6.8","5.7",,"Frammento di cratere a calice a fondo bianco. Si conserva la gamba un personaggio maschile, forse un satiro, in corsa verso sinistra. Attribuito da Carpenter e Beazley al gruppo dei pionieri.",8,"sotto un mosaico di età romana 1926",
721,,44829,329701,112579,,"Contursi-329701",43,530,3,1,26,108,"via Gen. Messina","contrada Lupoli, angolo Via Galleria",24,24,8,-550,-526,25,119,,,,"Frammenti riferibili alla vasca di una kylix tipo siana a figure nere. La figurazione sviluppata su un unico registro tra labbro e vasca presenta sovraddipinture in rosso e bianco. Della scena si conservano unicamente le zampe anteriori di un cavallo, una figura femminile, un personaggio maschile nudo e danzante.",8,"Tomba 4, raccolti nel terreno di scavo 28.11.1958",
722,,44683,329702,112580,,"Contursi-329702",43,530,3,1,26,108,"via Gen. Messina","contrada Lupoli, angolo Via Galleria",24,24,8,-550,-526,25,119,,,,"Frammenti riferibili alla vasca di una kylix tipo siana a figure nere. La figurazione sviluppata su un unico registro tra labbro e vasca presenta sovraddipinture in rosso e bianco. Della scena si conservano due cavalieri con elmo e scudo, sui quali sono visibili, benché molto evanidi, tracce dell'episema: rispettivamente un serpente e un tripode. Si conserva anche parte del fondo, decorato esternamente con raggi e all'interno con tondello a risparmio inquadrato da linee concentriche e baccellatura in nero e rosso alternato.",8,"Tomba 4, raccolti nel terreno di scavo 28.11.1958",
618,,44635,330222,54940,,"Contursi-330222",65,913,3,2,74,108,,,25,25,2,-410,-401,25,119,13,,,"Frammento di vaso a figure rosse. Restano visibili una testa maschile barbata e una femminile con sakkos affrontate",8,"Tomba 30, esterno 13728",
1325,,44600,330699,28084,,"Contursi-330699",43,507,3,3,98,108,"Via D'Alò Alfieri","Istituto tecnico Righi",26,26,,,,25,119,"16.6","6.2",6,"Frammento di Dolio. Labbro piatto, con doppia scanalatura.",8,"Plinto 13, strato 3; 10.05.1983",
1326,,44625,330700,28084,,"Contursi-330700",43,507,3,3,98,108,"Via D'Alò Alfieri","Istituto tecnico Righi",26,26,,,,25,119,"10.2",11,4,"Frammento di Dolio. Labbro a echino.",8,"Plinto 13, strato 3; 10.05.1983",
1327,,44805,330701,28084,,"Contursi-330701",43,507,3,3,98,108,"Via D'Alò Alfieri","Istituto tecnico Righi",26,26,,,,25,119,15,"9.5","2.8","Frammento di Dolio. Parete con cordonatura.",8,"Plinto 13, strato 3; 10.05.1983",
1392,,44680,329570,52077,,"Contursi-329570",31,232,3,1,12,108,"Via Giovan Giovine","angolo Via Marche",27,28,22,,,25,67,19,,,"Statuetta fittile femminile stante avvolta nel mantello. Testa leggermente volta rispetto al corpo, capelli raccolti sulla nuca in acconciatura a melone e trattenuti da una corona d'edera. Sotto il mantello una mano è piegata al fianco e l'altra è lungo il corpo. Si conserva parte della policromia su mantello (rosa) e chitone (blu-nero). Base circolare a rocchetto.",1,"Proprietà Acclavio, Tomba 13, 28.11.1951",
1393,,44859,329571,52078,,"Contursi-329571",31,232,3,1,12,108,"Via Giovan Giovine","angolo Via Marche",27,28,22,,,25,67,20,,,"Statuetta fittile femminile stante che si avvolge nel mantello. Testa inclinata, capelli raccolti sulla nuca in acconciatura a melone. Tiene il mantello con le mani che sono rispettivamente all'altezza del collo e del ventre. Si conserva parte della policromia su mantello (azzurro) e chitone (rosa).",1,"Proprietà Acclavio, Tomba 13, 28.11.1951",
426,,44726,330048,50663,,"Contursi-330048",31,232,3,2,62,108,"Via Gorizia","Tra Via Mazzini e Via Oberdan",28,28,14,-175,-100,25,67,"23.5",,,"statuetta fittile. Figura maschile nuda, barbata, con calotta di ricci, ripresa nell'atto di incedere, con la gamba destra arretrata e la sinistra avanzata. Le mani, in movimento avanti al corpo, dovevano reggere attributi perduti. Corpo e muscoli ben definiti. Base circolare a rocchetto. Restano tracce di colore arancio sulla pelle e bruno-rossiccio sui capelli.",1,"Proprietà Vinci, Tomba 2, 18.5.1934",
428,,44829,330049,50665,,"Contursi-330049",31,232,3,2,62,108,"Via Gorizia","Tra Via Mazzini e Via Oberdan",28,28,14,-175,-100,25,67,"18.8","7.5",,"statuetta fittile. Raffigura un erote con ali spiegate, avvolto in un mantello. Il viso è contornato dai riccioli della chioma, la testa, velata, è inclinata verso una spalla e lo sguardo verso il basso. Un braccio è coperto dal mantello. Base circolare a rocchetto. Tracce di colore bruno rosso, bianco, azzurro e rosa.",1,"Proprietà Vinci, Tomba 2, 18.5.1934",
848,,44597,330523,27083,,"Contursi-330523",4,45,3,3,96,108,,"Contrada Corvisea (Arsenale)",28,28,5,,,272,111,"1.3",,,"Pedina in vetro. Fondo piatto, superficie convessa. Colore blu-nero.",1,"tomba 16, 03.01.1930",
1468,,44724,329993,52615,,"Contursi-329993",43,605,3,2,55,108,"Via Giovan Giovine",,28,28,22,,,25,119,17,,,"Unguentario tipo Graepler 611/12, orlo estroflesso, collo cilindrico, corpo ovoidale, alto stelo, piede troncoconico. Vernice nera fino a metà del corpo.",1,"Tomba 21",
1469,,44729,329994,52616,,"Contursi-329994",43,605,3,2,55,108,"Via Giovan Giovine",,28,28,22,,,25,119,12,,,"Unguentario tipo Graepler 611/12, orlo estroflesso, collo cilindrico, corpo ovoidale, alto stelo, piede troncoconico. Vernice nera fino a metà del corpo.",1,"Tomba 21",
846,,44704,330521,27080,,"Contursi-330521",43,605,3,3,96,108,,"Contrada Corvisea (Arsenale)",28,28,5,,,25,119,"15.3",4,,"Unguentario acromo tipo Forti IV/Graepler 611/12, orlo estroflesso a sezione triangolare, collo cilindrico, corpo ovoidale, piede troncoconico, anse impostate verticalmente sulla spalla.",1,"tomba 16, 03.01.1930",
295,,44838,330363,27135,,"Contursi-330363",43,605,3,3,94,108,"Via Capecelatro","Contrada Vaccarella",29,30,15,,,25,119,12,"5.7",,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo piriforme, fondo pieno. Vernice nerastra sull’orlo e sul collo, parzialmente evanida",1,"Tomba 2 a sarcofago litico. 25.03.1922",
296,,44678,330364,27136,,"Contursi-330364",43,605,3,3,94,108,"Via Capecelatro","Contrada Vaccarella",29,30,15,,,25,119,10,5,,"Balsamario tipo Graepler 611/20, orlo estroflesso, collo cilindrico, corpo piriforme, fondo piano. Vernice bruna sull'orlo e sul collo.",1,"Tomba 2 a sarcofago litico. 25.03.1922",
297,,44691,330365,27137,,"Contursi-330365",43,605,3,3,94,108,"Via Capecelatro","Contrada Vaccarella",29,30,15,,,25,119,"10.5","4.7",,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo piriforme, fondo pieno. Vernice nerastra sull’orlo e sul collo.",1,"Tomba 2 a sarcofago litico. 25.03.1922",
299,,44830,330367,27139,,"Contursi-330367",43,605,3,3,94,108,"Via Capecelatro","Contrada Vaccarella",29,30,15,,,25,119,"8.2",4,,"Balsamario tipo Graepler 611/20, orlo estroflesso, corto collo cilindrico, corpo ovoide, fondo piano. Vernice bruna sull'orlo e sul collo.",1,"Tomba 2 a sarcofago litico. 25.03.1922",
301,,44779,330369,27141,,"Contursi-330369",43,605,3,3,94,108,"Via Capecelatro","Contrada Vaccarella",29,30,15,,,25,119,"5.8","6.5",,"Balsamario tipo Hempel 611/19, orlo estroflesso arrotondato, basso collo troncoconico, corpo piriforme schiacciato, fondo piatto. Vernice briuna sull’orlo e sul collo.",1,"Tomba 2 a sarcofago litico. 25.03.1922",
875,,44815,330387,27168,,"Contursi-330387",43,605,3,3,94,108,"Via Dante","Batteria Chianca",29,30,15,,,25,119,"16.2",6,,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo piriforme, fondo pieno. Vernice nerastra sull’orlo e sul collo.",1,"Tomba a fossa rettangolare. 01.12.1932",
876,,44573,330388,27169,,"Contursi-330388",43,605,3,3,94,108,"Via Dante","Batteria Chianca",29,30,15,,,25,119,16,6,,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo ovoide, fondo pieno. Vernice rossastra sull’orlo e sul collo.",1,"Tomba a fossa rettangolare. 01.12.1932",
877,,44600,330389,27170,,"Contursi-330389",43,605,3,3,94,108,"Via Dante","Batteria Chianca",29,30,15,,,25,119,15,"5.8",,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo ovoide, fondo pieno. Vernice rossastra sull’orlo e sul collo.",1,"Tomba a fossa rettangolare. 01.12.1932",
878,,44739,330390,27171,,"Contursi-330390",43,605,3,3,94,108,"Via Dante","Batteria Chianca",29,30,15,,,25,119,"13.2",5,,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo piriforme, fondo pieno. Vernice nerastra sull’orlo e sul collo.",1,"Tomba a fossa rettangolare. 01.12.1932",
879,,44829,330391,27172,,"Contursi-330391",43,605,3,3,94,108,"Via Dante","Batteria Chianca",29,30,15,,,25,119,12,"4.5",,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo piriforme, fondo pieno. Vernice nerastra sull’orlo e sul collo.",1,"Tomba a fossa rettangolare. 01.12.1932",
919,,44695,330429,27214,,"Contursi-330429",43,605,3,3,95,108,"Via Crispi","Via Leporano",29,30,15,,,25,119,13,5,,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo ovoide, fondo pieno. Vernice nerastra sull’orlo e sul collo.",1,"Tomba a fossa rettangolare 28.12.1932",
920,,44562,330430,27215,,"Contursi-330430",43,605,3,3,95,108,"Via Crispi","Via Leporano",29,30,15,,,25,119,"12.6",4,,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo ovoide, fondo pieno. Vernice bruna sull’orlo e sul collo.",1,"Tomba a fossa rettangolare 28.12.1932",
921,,44718,330431,27216,,"Contursi-330431",43,605,3,3,95,108,"Via Crispi","Via Leporano",29,30,15,,,25,119,"10.5",5,,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo ovoide, fondo pieno. Vernice nerastra sull’orlo e sul collo.",1,"Tomba a fossa rettangolare 28.12.1932",
922,,44852,330432,27217,,"Contursi-330432",43,605,3,3,95,108,"Via Crispi","Via Leporano",29,30,15,,,25,119,10,"3.5",,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo ovoide, fondo pieno. Vernice nera scrostata sull’orlo e sul collo.",1,"Tomba a fossa rettangolare 28.12.1932",
923,,44647,330433,27218,,"Contursi-330433",43,605,3,3,95,108,"Via Crispi","Via Leporano",29,30,15,,,25,119,"10.5",4,,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo piriforme, fondo pieno. Vernice nerastra sull’orlo e sul collo.",1,"Tomba a fossa rettangolare 28.12.1932",
924,,44727,330434,27219,,"Contursi-330434",43,605,3,3,95,108,"Via Crispi","Via Leporano",29,30,15,,,25,119,"10.2","3.5",,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo ovoide, fondo pieno. Vernice rossastra sull’orlo e sul collo.",1,"Tomba a fossa rettangolare 28.12.1932",
925,,44707,330435,27220,,"Contursi-330435",43,605,3,3,95,108,"Via Crispi","Via Leporano",29,30,15,,,25,119,10,4,,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo ovoide, fondo pieno. Vernice rossastra sull’orlo e sul collo.",1,"Tomba a fossa rettangolare 28.12.1932",
926,,44840,330436,27221,,"Contursi-330436",43,605,3,3,95,108,"Via Crispi","Via Leporano",29,30,15,,,25,119,10,4,,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo piriforme, fondo pieno. Vernice nerastra sull’orlo e sul collo.",1,"Tomba a fossa rettangolare 28.12.1932",
927,,44598,330437,27222,,"Contursi-330437",43,605,3,3,95,108,"Via Crispi","Via Leporano",29,30,15,,,25,119,10,4,,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo piriforme, fondo pieno. Vernice nerastra sull’orlo e sul collo.",1,"Tomba a fossa rettangolare 28.12.1932",
928,,44749,330438,27223,,"Contursi-330438",43,605,3,3,95,108,"Via Crispi","Via Leporano",29,30,15,,,25,119,"9.5",4,,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo piriforme, fondo pieno. Vernice nerastra sull’orlo e sul collo.",1,"Tomba a fossa rettangolare 28.12.1932",
929,,44747,330439,27224,,"Contursi-330439",43,605,3,3,95,108,"Via Crispi","Via Leporano",29,30,15,,,25,119,"9.5",4,,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo piriforme, fondo pieno. Vernice bruna sull’orlo e sul collo.",1,"Tomba a fossa rettangolare 28.12.1932",
930,,44746,330440,27225,,"Contursi-330440",43,605,3,3,95,108,"Via Crispi","Via Leporano",29,30,15,,,25,119,"9.5",4,,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo piriforme, fondo pieno. Vernice rossastra sull’orlo e sul collo.",1,"Tomba a fossa rettangolare 28.12.1932",
825,,44817,330493,27052,,"Contursi-330493",43,605,3,3,96,108,"Via Dante","Contrada Cortivecchie",29,30,15,,,25,119,"13.4","4.5",,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo piriforme, fondo pieno. Vernice nera sull’orlo e sul collo.",1,"Urna 7 bis, fuori urna. 20.05.1927",
826,,44703,330494,27053,,"Contursi-330494",43,605,3,3,96,108,"Via Dante","Contrada Cortivecchie",29,30,15,,,25,119,"12.5","4.5",,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, alto collo cilindrico, corpo piriforme, fondo pieno. Vernice rossastra sull’orlo e sul collo.",1,"Urna 7 bis, fuori urna. 20.05.1927",
827,,44736,330495,27054,,"Contursi-330495",43,605,3,3,96,108,"Via Dante","Contrada Cortivecchie",29,30,15,,,25,119,"10.5","4.5",,"Balsamario tipo Graepler 611/20, orlo estroflesso, corto collo cilindrico, corpo ovoide, fondo piano. Vernice bruna sull'orlo e sul collo.",1,"Urna 7 bis, fuori urna. 20.05.1927",
1467,,44714,329992,52614,,"Contursi-329992",43,460,3,2,55,108,"Via Giovan Giovine",,27,28,12,,,25,119,3,"2.5",,"Boccaletto miniaturistico a vernice nera. Imboccatura tonda, corpo globulare, base piana. Difetti di cottura.",1,"Tomba 21",
1466,,44759,329991,52613,,"Contursi-329991",43,607,3,2,55,108,"Via Giovan Giovine",,27,28,12,,,25,119,"6.2","2.5",,"Vaso miniaturistico. Imboccatura tonda a labbro dritto, corpo sferico modanato, piede cilindrico svasato.",1,"Tomba 21",
828,,44769,330496,27055,,"Contursi-330496",43,456,3,3,96,108,"Via Dante","Contrada Cortivecchie",29,30,17,,,25,119,9,34,,"Bacino con decorazione lineare. Orlo a tesa distinto, corpo conico, piede ad anello. Decorazione in rosso all'interno: all'orlo linee oblique radiali, all'attacco della vasca fascia in rosso, al di sotto, entro fascia a risparmio foglioline in rosso. Nella parte inferiore fasce concentriche in rosso.",1,"Urna 5, fuori urna. 19.05.1927",
934,,44690,330443,27229,,"Contursi-330443",43,533,3,3,95,108,"Via Crispi","Via Leporano",29,30,16,,,25,119,14,"10.2",,"Lagynos tipo Hempel 114/27, orlo estroflesso arrotondato, basso collo cilindrico con solcatura alla base, corpo globoso schiacciato, ansa verticale a nastro piegata a gomito tra collo e spalla, piede ad anello.",1,"Tomba a fossa rettangolare 28.12.1932",
955,,44704,330469,27255,,"Contursi-330469",43,533,3,3,95,108,"Via Oberdan",,29,30,16,,,25,119,"13.5","10.5",,"Lagynos tipo Hempel 114/27, orlo estroflesso arrotondato, basso collo cilindrico con solcatura alla base, corpo globoso schiacciato, ansa verticale a nastro piegata a gomito tra collo e spalla, piede ad anello.",1,"Fuori da un'urna cineraria. 04.07.1933",
956,,44739,330470,27256,,"Contursi-330470",43,533,3,3,95,108,"Via Oberdan",,29,30,16,,,25,119,14,11,,"Lagynos tipo Hempel 114/27, orlo estroflesso arrotondato, basso collo cilindrico con solcatura alla base, corpo globoso schiacciato, ansa verticale a nastro piegata a gomito tra collo e spalla, piede ad anello.",1,"Fuori da un'urna cineraria. 04.07.1933",
957,,44776,330471,27257,,"Contursi-330471",43,533,3,3,95,108,"Via Oberdan",,29,30,16,,,25,119,16,"11.5",,"Lagynos tipo Hempel 114/27, orlo estroflesso arrotondato, basso collo cilindrico con solcatura alla base, corpo piriforme schiacciato, ansa verticale a nastro piegata a gomito tra collo e spalla, piede ad anello.",1,"Fuori da un'urna cineraria. 04.07.1933",
822,,44663,330490,27049,,"Contursi-330490",43,533,3,3,96,108,"Via Dante","Contrada Cortivecchie",29,30,16,,,25,119,"11.7",10,,"Lagynos tipo Hempel 114/27, orlo estroflesso arrotondato, basso collo cilindrico con solcatura alla base, corpo piriforme schiacciato, ansa verticale a nastro piegata a gomito tra collo e spalla, piede ad anello.",1,"Urna 7, 20.05.1927",
823,,44851,330491,27050,,"Contursi-330491",43,533,3,3,96,108,"Via Dante","Contrada Cortivecchie",29,30,16,,,25,119,"10.5",10,,"Lagynos tipo Hempel 114/27, orlo estroflesso arrotondato, basso collo cilindrico con solcatura alla base, corpo piriforme schiacciato, ansa verticale a nastro piegata a gomito tra collo e spalla, piede ad anello.",1,"Urna 7, 20.05.1927",
1401,,44691,330037,52585,,"Contursi-330037",43,451,3,2,59,108,"Via Ionio","angolo Via Aristosseno",27,27,5,,,25,119,10,"4.8",,"Askos a vernice nera (Morel 8211/Graepler 117/2), bocchello con ampio orlo ingrossato e arrotondato, collo troncoconico impostato sulla spalla, corpo globulare superiormente schiacciato, beccuccio versatoio orizzontale, con piccolo piede ad anello a risparmio, ansa orizzontale a nastro impostata tra collo e attacco del versatoio.",1,"12.3.1935",
1402,,44806,330038,52586,,"Contursi-330038",43,595,3,2,59,108,"Via Ionio","angolo Via Aristosseno",27,27,5,,,25,119,4,8,,"Coppa biansata a vernice nera (Morel 4122/Graepler 424/8). Orlo assottigliato, parete rettilinea, vasca a profilo troncoconico, anse orizzontali a bastoncello impostate sulla vasca, piccolo piede troncoconico ad anello.",1,"12.3.1935",
884,,44770,330393,27178,,"Contursi-330393",43,605,3,3,95,108,"Via Crispi","Batteria Chianca",28,29,13,,,25,119,15,"3.5",,"Unguentario tipo Forti V/Graepler 611/15-18, orlo estroflesso, alto collo, corpo fusiforme, piede troncoconico. Vernice nerastra sull'orlo e sul collo.",1,"Tomba a sarcofago litico. 05.12.1932",
885,,44794,330394,27179,,"Contursi-330394",43,605,3,3,95,108,"Via Crispi","Batteria Chianca",28,29,13,,,25,119,14,"3.5",,"Unguentario tipo Forti V/Graepler 611/18, orlo estroflesso, alto collo, corpo fusiforme, piede troncoconico. Vernice bruna sull'orlo e sul collo.",1,"Tomba a sarcofago litico. 05.12.1932",
886,,44758,330395,27180,,"Contursi-330395",43,605,3,3,95,108,"Via Crispi","Batteria Chianca",28,29,13,,,25,119,14,"3.5",,"Unguentario tipo Forti V/Graepler 611/18, orlo estroflesso, alto collo, corpo fusiforme, piede troncoconico. Vernice bruna sull'orlo e sul collo.",1,"Tomba a sarcofago litico. 05.12.1932",
965,,44850,330480,27266,,"Contursi-330480",43,605,3,3,95,108,"Via Oberdan",,29,30,15,,,25,119,,,,"Balsamario tipo Graepler 611/20, orlo estroflesso, corto collo cilindrico, corpo piriforme, fondo piano. Vernice evanida sull'orlo e sul collo.",1,"Fuori da un'urna cineraria. 04.07.1933",
1068,,44806,330906,27615,,"Contursi-330906",43,605,3,3,104,108,,"Contrada Santa Lucia",29,30,15,,,25,119,"5.9","9.7",,"Balsamario tipo Graepler 611/20, orlo estroflesso, corto collo cilindrico con strozzatura alla base, corpo piriforme, fondo piano. Vernice rossastra sull'orlo e sul collo.",1,"Regio Arsenale. Sporadico, 04.12.1891",
849,,44603,330524,27084,,"Contursi-330524",4,48,3,3,96,108,,"Contrada Corvisea (Arsenale)",28,28,5,,,253,28,"0.5",,,"Undici vaghi in terracotta con tracce di doratura. Forma a ghianda, foro passante alle estremità.",1,"tomba 16, 03.01.1930",
