id_temp,scheda,cmpd,nctn,inv,suff,titolo,l3,l4,piano,sala,vetrina,comune,via,dtzgi,dtzgf,dtzs,dtsi,dtsf,dtm,misa,misl,misd,misn,miss,misv,deso,stcc,adsp,adsm,oss
428,,19/02/2022,347475,54777,,Stuani-347475,43,457,1,20,64,108,Via Monfalcone,30,30,5,-51,-100,16,9.2,,,,,,"Balsamario tipo De Tommaso 67, orlo estroflesso tagliato, breve collo cilindrico con strozzatura alla base, corpo piriforme, fondo piano. Colore verde azzurro, superficie alterata per deterioramento.",2,1,1,scavo del 1935 
429,,27/01/2022,347476,54778,,Stuani-347476,43,457,1,20,64,108,Via Monfalcone,30,30,5,-51,-100,16,3,,,,,,"Balsamario in vetro tipo Isings 26a con orlo estroflesso superiormente appiattito, breve collo cilindrico, corpo globulare schiacciato, fondo piano. Vetro marmorizzato bianco e ambra opaco, superficie alterata per deterioramento.",2,1,1,scavo del 1935 
430,,12/09/2020,347477,54779,,Stuani-347477,43,457,1,20,64,108,Via Monfalcone,30,30,5,-51,-100,16,,,,,,,"Balsamario in vetro tipo Isings 26a con orlo estroflesso arrotondato, breve collo cilindrico, corpo biconico, fondo piano. Colore blu traslucido, superficie alterata per deterioramento. Scheggiato sul collo",2,1,1,scavo del 1935 
431,,31/08/2021,347461,54735,,Stuani-347461,4,28,1,15,39,108,Via Otranto,29,29,22,-100,-1,16,,,1.1,,,,"Anello digitale tipo ""Ori di Taranto"" XV B, verga in oro a sezione circolare, appiattita all’interno e leggermente stondata all’esterno. Alla parte superiore, appiattita e di forma ovale, è saldato un anello che originariamente alloggiava una pietra, ora perduta. Mancante della pietra.",3,1,1,scavo del 1939 
432,,01/06/2022,347767,212324,,Stuani-347767,46,710,1,20,68,108,Contrada S. Lucia - Arsenale Militare,30,30,5,-51,-100,16,,,3.4,,,,"Borchia discoidale con anello/ansa in bronzo, disco modanato conformato a umbone con foro laterale, nel quale è inserita una grappa a fascetta per il fissaggio all’anello/ansa, con verga modanata a sezione quadrangolare. Ossidata. Lacunosa.",3,1,1,scavo del 1897 
433,,04/03/2021,347862,064122,,Stuani-347862,46,710,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,1.3,,,,"Borchia con anello/ansa in bronzo, verga a sezione circolare con parte della grappa a nastro di fissaggio in ferro. Ossidata.",2,1,1,scavo del 1937 
434,,20/09/2021,347863,064122,,Stuani-347863,46,710,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,1.3,,,,"Borchia con anello/ansa in bronzo, verga a sezione circolare con parte della grappa a nastro di fissaggio in ferro. Ossidata.",2,1,1,scavo del 1937 
435,,28/12/2021,347864,064122,,Stuani-347864,46,710,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,1.3,,,,"Borchia con anello/ansa in bronzo, verga a sezione circolare con parte della grappa a nastro di fissaggio in ferro. Ossidata.",2,1,1,scavo del 1937 
436,,01/09/2022,347865,064122,,Stuani-347865,46,710,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,1.3,,,,"Borchia con anello/ansa in bronzo, verga a sezione circolare con parte della grappa a nastro di fissaggio in ferro. Ossidata.",2,1,1,scavo del 1937 
437,,04/05/2022,346334,25648,,Stuani-346334,46,710,1,15,51,108,Via Leonida,28,28,6,-200,-176,16,,,,,,,"Borchia con anello/ansa in argento, verga a sezione circolare con parte della grappa a nastro di fissaggio. Ossidata.",2,1,1,scavo del 1926 
438,,25/05/2020,347462,54736,,Stuani-347462,4,28,1,15,39,108,Via Otranto,29,29,22,-100,-1,16,,,1.1,,,,"Anello digitale tipo ""Ori di Taranto"" XX, con verga in oro a sezione circolare assottigliata in un punto.",2,1,1,scavo del 1939 
439,,09/06/2022,347884,117629,,Stuani-347884,4,28,1,15,39,108,Via Sardegna,27,28,15,-290,-190,16,,,1.6,,,,"Anello digitale tipo ""Ori di Taranto"" V, sottile verga in oro superiormente interrotta, costituita da un filo liscio abbinato a uno intrecciato. Alle due estremità della verga è avvolto a spirale un filo in oro che passando attraverso due terminali troncoconici, realizzati con tre fili accostati, funge da perno per l’astragalo centrale in agata rosa.",2,1,1,scavo del 1960 
440,,02/07/2022,347889,143788,,Stuani-347889,4,28,1,15,39,108,Via G. Messina,29,29,4,-100,-51,16,,,1.9,,,,"Anello digitale tipo ""Ori di Taranto"" XIX B, verga in oro piatta all’interno e leggermente stondata all’esterno. Nella parte superiore è incastonato un granato tondo a superficie piatta, con incisa la testa di un elefante con la proboscide alzata che regge un’asta uncinata con terminale a punta.",2,1,1,scavo del 1981 
441,,07/11/2022,346298,24584,,Stuani-346298,4,28,1,15,49,108,Contrada Corvisea,27,28,15,-225,-276,16,,,,,,,"Anello digitale in piombo con verga a sezione circolare leggermente schiacciata, saldata ad un castone discoidale di forma ovale, con al centro un caduceo a rilievo. Verga lacunosa dissaldata dal castone.",3,1,1,scavo del 1930 
442,,11/10/2021,346299,24585,,Stuani-346299,4,28,1,15,49,108,Contrada Corvisea,27,28,15,-225,-276,16,,,,,,,"Anello digitale in piombo, del quale si conserva solo il castone discoidale di forma ovale, con al centro un caduceo a rilievo, e gli attacchi della verga a sezione circolare. ",8,1,1,scavo del 1930 
443,,03/07/2021,347448,54130,,Stuani-347448,4,28,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,1.2,,,,"Anello digitale tipo ""Ori di Taranto"" XIX, verga in oro appiattita all’interno e leggermente stondata all’esterno, con castone vuoto di forma ovale nella parte superiore. Mancante della gemma. Intero.",3,1,1,scavo del 1937 
444,,30/10/2020,346918,50637,,Stuani-346918,4,28,1,18, 57A,108,Via Gorizia,28,29,15,-125,-90,16,,,1.4,,,,"Anello digitale tipo ""Ori di Taranto"" XIX, verga in oro appiattita all’interno e leggermente stondata all’esterno. Nella parte superiore è incastonato un granato a superficie convessa, con inciso un airone stante di profilo volto a sinistra, il piumaggio sulle ali è reso tramite globetti sovrapposti.",2,1,1,scavo del 1934 Tomba 86
445,,19/03/2022,347083,51146,B,Stuani-347083,1,4,1,18, 54B,108,Contrada Corvisea,28,28,8,-150,-126,16,,,4,,,,"Bottone in argento a scudo circolare tipo ""Ori di Taranto"" V, con bordo piano e parte centrale a profilo convesso, decorata con un motivo a stella con dodici punte, inciso e dorato. Ossidato e lacunoso.",3,1,1,scavo del 1934 Tomba 185
446,,09/05/2022,346007,12284,,Stuani-346007,4,35,1,18, 54A,108,Via Duca degli Abruzzi,28,28,4,-200,-151,16,,,,0.6,,,"Collana con vaghi cilindrici decorati, tipo ""Ori di Taranto"" I M. Diciotto vaghi cilindrici in lamina d'argento di larghezza variabile, decorati da solchi paralleli. Sfoglia aurea applicata sulla superficie esterna. Mancante del filo di raccordo tra i vaghi. Lamine schiacciate, doratura scrostata. Ricomposta.",4,1,1,scavo del 1909 Tomba 2
447,,07/03/2022,346870,50623,,Stuani-346870,4,35,1,18, 56A,108,Via Gorizia,28,28,4,-200,-151,16,,,,36,,,"Collana in oro con anelli, vaghi in vetro e terminali a delfini, tipo ""Ori di Taranto"" V A. Maglia doppia, nella quale sono inseriti ventotto piccoli vaghi ad anello in vetro di colore ambra e blu, separati da anelli trasversali in filo godronato. Alle estremità due delfini ottenuti a stampo su sottili lamine saldate insieme, con occhi ed elementi romboidali sul capo in vetro, il fermaglio è formato da un gancio e da un anello applicati sotto il corpo degli animali. Mancante di alcuni vaghi. Intera.  ",3,1,1,scavo del 1934 Tomba 85
448,,21/09/2020,346242,22410,,Stuani-346242,4,35,1,18, 56B,108,Via Gorizia,28,28,5,-150,-101,16,,,,34,,,"Collana in oro con vaghi in vetro e terminali a delfini, tipo ""Ori di Taranto"" V B. Maglia doppia, nella quale sono inseriti ventotto piccoli vaghi ad anello vetro policromo e color granato. Alle estremità due delfini ottenuti a stampo su sottili lamine saldate insieme, il fermaglio è formato da un gancio e da un anello applicati sotto il corpo degli animali per mezzo di due staffe schiacciate e saldate. Mancante di alcuni vaghi, lamina schiacciata e lacunosa in alcuni punti. ",3,1,1,scavo del 1933 Tomba 23.III.1933
449,,26/08/2021,346245,22413,,Stuani-346245,4,35,1,18, 56B,108,Via Gorizia,28,28,5,-150,-101,16,,,,33,,,"Collana in oro con anelli, vaghi in vetro e terminali a protome ferina, tipo ""Ori di Taranto"" V C. Maglia doppia, nella quale sono inseriti sessantotto piccoli vaghi ad anello in vetro color granato, separati da anelli godronati trasversali. Alle estremità due protomi ferine ottenute a stampo su sottili lamine saldate insieme, occhi ed un elemento decorativo romboidale posto tre le corna e le orecchie in vetro. Le protomi sono inserite in un elemento di raccordo che presenta alle due estremità un filo godronato ed un cordolo liscio, tra i quali è inserito un vago in pasta vitrea. Il fermaglio è formato da un gancio desinente in una sfera e da un anello, saldati alle estremità delle protomi. Mancante di un vago.",3,1,1,scavo del 1933 Tomba 23.III.1933
450,,28/03/2020,347478,54780,,Stuani-347478,43,457,1,20,64,108,Via Monfalcone,30,30,5,-51,-100,16,,,,,,,"Balsamario in vetro tipo Isings 26a con orlo estroflesso tagliato, breve collo cilindrico, corpo ovoidale schiacciato, fondo piano. Colore verde azzurro, superficie alterata per deterioramento. Lacunoso nell’orlo. Ricomposto.",3,1,1,scavo del 1935 
451,,30/05/2020,347479,54781,,Stuani-347479,43,457,1,20,64,108,Via Monfalcone,30,30,5,-51,-100,16,3.7,,,,,,"Balsamario in vetro tipo Isings 26a con orlo estroflesso arrotondato, breve collo cilindrico, corpo ovoidale, fondo piano. Colore blu traslucido, superficie alterata per deterioramento. Mancante del collo. ",3,1,1,scavo del 1935 
452,,17/08/2021,347115,51748,,Stuani-347115,43,457,1,20,65,108,Via G. Cugini,30,30,,-1,-100,16,10,,,,2.5,2.2,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice nerastra sull'orlo e sul collo.",2,1,1,scavo del 2005 
453,,28/08/2020,347116,51749,,Stuani-347116,43,457,1,20,65,108,Via G. Cugini,30,30,,-1,-100,16,8.4,,,,2.5,1.7,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra sull'orlo e sul collo. Scheggiato.",2,1,1,scavo del 2005 
454,,14/09/2020,347117,51750,,Stuani-347117,43,457,1,20,65,108,Via G. Cugini,30,30,,-1,-100,16,9.6,,,,,2.5,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra sull'orlo e sul collo. Lacunoso nell'orlo, scheggiato.",3,1,1,scavo del 2005 
455,,21/09/2020,347118,51751,,Stuani-347118,43,457,1,20,65,108,Via G. Cugini,30,30,,-1,-100,16,9.7,,,,2.4,2,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra sull'orlo e sul collo. Scheggiato.",2,1,1,scavo del 2005 
456,,12/08/2021,346408,27671,,Stuani-346408,43,457,1,20,66,108,Contrada S. Lucia,29,30,15,-10,-10,16,,,,,,,"Balsamario in vetro tipo Isings 26a con orlo estroflesso, breve collo cilindrico, corpo espanso schiacciato, fondo piano. Colore ambra traslucido, superficie alterata per deterioramento. Il balsamario è chiuso da un coperchio discoidale in argento.",2,1,1,scavo del 1889 
457,,05/07/2020,346797,40963,,Stuani-346797,43,457,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,14,,,,3.1,2.3,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice nerastra sull'orlo e sul collo. Scheggiato.",2,1,1,scavo del 1931 Tomba 7
458,,04/10/2021,345942,6492,,Stuani-345942,4,35,1,15,39,108,Contrada Vaccarella,28,28,6,-200,-76,11,,,,19.4,,,"Collana in oro con protomi leonine e maglia doppia, tipo ""Ori di Taranto"" II B. Maglia doppia ad anelli larghi inserita nei terminali a protome leonina tramite fili ripiegati a gancio, che passando tra un elemento di raccordo escono dalle fauci dei due animali, formando da un lato il gancio e dall’altro l’anello del fermaglio. Degli elementi conici di raccordo si conserva un anello con filo godronato con un dischetto alla base. Le protomi sono ottenute a stampo su sottili lamine saldate nella parte inferiore, il rilievo appena accennato è inciso sommariamente. Mancante di alcuni anelli della catena, della parte centrale dei due elementi di racconto e di uno dei dischetti. ",3,1,1,scavo del 1915 
459,,16/05/2020,347449,54131,,Stuani-347449,4,35,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,11,,,,31,,,"Collana in oro con anelli, vaghi in vetro e terminali a delfini, tipo ""Ori di Taranto"" V A. Maglia doppia, nella quale sono inseriti ventotto piccoli vaghi ad anello in vetro di color ambra, separati da anelli trasversali in filo godronato distribuiti irregolarmente. Alle estremità due delfini ottenuti a stampo su sottili lamine saldate insieme, il fermaglio è formato da un gancio e da un anello applicati sotto il corpo degli animali. Mancante di alcuni vaghi.  ",3,1,1,scavo del 1937 
460,,24/01/2020,345935,6431,,Stuani-345935,4,37,1,18,53,108,Piazza D'Armi,28,28,,-200,-101,16,,,,3.8,,,"Corona a gruppi d tre foglie di quercia e doppia rosetta centrale, tipo ""Ori di Taranto"" VIII M. Composta da quarantadue foglie di quercia in oro, ottenute a stampo con nervature e bordi rilevati, riunite in gruppi di tre disposti simmetricamente sui due lati e convergenti verso il centro; su ogni gruppo fori circolari per l’innesto di graffette per il fissaggio. Al centro rosetta a duplice giro di sei petali ritagliati, con graffetta inserita in un foro centrale. Mancante del supporto originale e di alcune graffette. Lamine lacunose e contorte. Ricomposta.",4,1,1,scavo del 1911 Tomba IV
461,,15/06/2020,346005,12282,,Stuani-346005,4,37,1,18, 54A,108,Via Duca degli Abruzzi,28,28,4,-200,-151,16,0.8,,,,,,"Diciotto bacche ovoidali in argilla con foro su un lato, riferibili ad una corona priva del supporto originale e degli elementi bronzei di raccordo. Tracce di doratura sulla superficie e di bronzo nei fori.",8,1,1,scavo del 1909 Tomba 2
462,,28/03/2021,346979,51106,,Stuani-346979,4,37,1,18, 54B,108,Contrada Corvisea,28,28,8,-150,-126,16,,,,3.4,,,"Corona a gruppi d tre foglie di quercia e rosetta centrale, tipo ""Ori di Taranto"" VIII L. Composta da quarantadue foglie di quercia in oro, ottenute a stampo con nervature e bordi rilevati, riunite in gruppi di tre disposti simmetricamente sui due lati e convergenti verso il centro. Alle estremità di ogni gruppo fori circolari per l’innesto di graffette per il fissaggio. Al centro rosetta a sei petali ritagliati, con graffetta inserita in un foro centrale. Mancante del supporto originale. Lamine lacunose e contorte. Ricomposta.",4,1,1,scavo del 1934 Tomba 185
463,,10/08/2022,346406,27669,,Stuani-346406,49,763,1,20,66,108,Contrada S. Lucia,29,30,15,-10,-10,16,,,15.3,,,,Specchio discoidale in bronzo leggermente convesso. Ossidato.,2,1,1,scavo del 1889 
464,,17/07/2022,346335,25648,,Stuani-346335,46,710,1,15,51,108,Via Leonida,28,28,6,-200,-176,16,,,,,,,"Borchia con anello/ansa in argento, verga a sezione circolare con parte della grappa a nastro di fissaggio. Ossidata.",2,1,1,scavo del 1926 
465,,24/06/2021,346836,40986,,Stuani-346836,49,763,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,16,,,7.5,,,,Specchio discoidale in bronzo con resti di argentatura sul lato riflettente. Scheggiato sul bordo. Ossidato.,2,1,1,scavo del 1931 Tomba 7
466,,09/11/2020,346837,40987,,Stuani-346837,49,763,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,16,,,16.5,,,,"Specchio discoidale in bronzo leggermente convesso, con resti di argentatura sul lato riflettente. Ossidato.",2,1,1,scavo del 1931 Tomba 7
467,,25/10/2022,346838,40988,,Stuani-346838,49,763,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,16,,,23.6,,,,"Specchio discoidale in bronzo con resti di argentatura sul lato riflettente, decorato da due solchi concentrici sul bordo del lato frontale e da tre gruppi di linee concentriche sul retro. Manico con impugnatura costituita da una verga a sezione circolare ripiegata a forma di goccia, con un pomello circolare all’estremità inferiore, fissato allo specchio tramite un elemento semilunato sagomato ai lati, provvisto al centro di un supporto ovale per l’attacco. Manico ricomposto e in parte integrato. Ossidato.",3,1,1,scavo del 1931 Tomba 7
468,,22/03/2021,346798,40964,,Stuani-346798,43,457,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,13.8,,,,2.8,2.8,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra sull'orlo e sul collo. Scheggiato.",2,1,1,scavo del 1931 Tomba 7
469,,12/10/2021,346799,40965,,Stuani-346799,43,457,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,11.5,,,,2.9,2.6,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra sull'orlo e sul collo. Scheggiato.",2,1,1,scavo del 1931 Tomba 7
470,,12/05/2021,346435,27931,A,Stuani-346435,65,914,1,15,46,108,Contrada S. Lucia,29,30,22,-100,-100,11,,,3.4,,,,"Asta cilindrica in osso internamente cava con superficie esterna modanata, nella parte inferiore foro rettangolare. Lacunosa. Ricomposta.",3,1,1,scavo del 1885 
471,,02/02/2021,346336,25648,,Stuani-346336,46,710,1,15,51,108,Via Leonida,28,28,6,-200,-176,16,,,,,,,"Borchia in argento a disco conformata a fiore, con foro centrale passante e superficie esterna decorata a baccellatura radiali. Ossidata.",2,1,1,scavo del 1926 
472,,20/08/2020,346436,27931,B,Stuani-346436,65,914,1,15,46,108,Contrada S. Lucia,29,30,22,-100,-100,11,,,3.4,,,,"Asta cilindrica in osso internamente cava con superficie esterna modanata, il lato superiore presenta una dentellatura realizzata con intagli quadrangolari regolari. Lacunosa. Ricomposta.",3,1,1,scavo del 1885 
473,,23/09/2022,346437,27932,,Stuani-346437,65,914,1,15,46,108,Contrada S. Lucia,29,30,22,-100,-100,11,,,1.5,,,,Due frammenti di asta cilindrica in osso internamente cava con superficie esterna modanata. Lacunosa. ,8,1,1,scavo del 1885 
474,,30/12/2021,346800,40966,,Stuani-346800,43,457,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,11.5,,,,2.8,2.2,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra sull'orlo e sul collo. Scheggiato.",2,1,1,scavo del 1931 Tomba 7
475,,07/05/2021,346801,40967,,Stuani-346801,43,457,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,10.6,,,,2.4,2.3,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra sull'orlo e sul collo. Scheggiato.",2,1,1,scavo del 1931 Tomba 7
476,,18/12/2021,346802,40968,,Stuani-346802,43,457,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,11,,,,2.5,2.4,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra sull'orlo e sul collo. Scheggiato, lacunoso sul fondo.",3,1,1,scavo del 1931 Tomba 7
477,,01/10/2020,346803,40969,,Stuani-346803,43,457,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,10,,,,2.5,2.2,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra sull'orlo e sul collo, alcune sbavature sul corpo. Scheggiato.",2,1,1,scavo del 1931 Tomba 7
478,,21/12/2020,346804,40970,,Stuani-346804,43,457,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,10.2,,,,2.4,2.1,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra sull'orlo e sul collo, alcune sbavature sul corpo. ",2,1,1,scavo del 1931 Tomba 7
479,,20/03/2020,346805,40971,,Stuani-346805,43,457,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,9.9,,,,2.5,2.8,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra sull'orlo e sul collo, alcune sbavature sul corpo. Scheggiato.",2,1,1,scavo del 1931 Tomba 7
480,,14/06/2021,346806,40972,,Stuani-346806,43,457,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,6.2,,,,2,2.3,"Balsamario tipo Graepler 611/20, orlo estroflesso arrotondato, corto collo cilindrico, corpo piriforme, fondo piano. Vernice rossastra sull'orlo e sul collo, alcune sbavature sul corpo. Scheggiato.",2,1,1,scavo del 1931 Tomba 7
481,,10/09/2021,346814,40980,,Stuani-346814,43,457,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,5.2,,,,1.7,1.1,"Balsamario in vetro tipo De Tommaso 4 con orlo estroflesso tagliato, collo troncoconico, corpo globulare, fondo piano. Colore blu traslucido, superficie alterata per deterioramento.",2,1,1,scavo del 1931 Tomba 7
482,,08/09/2021,346815,40981,,Stuani-346815,43,457,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,5.3,,,,1.5,1.1,"Balsamario in vetro tipo De Tommaso 1 con orlo estroflesso tagliato, collo cilindrico, corpo globulare, fondo piano. Colore blu traslucido, superficie alterata per deterioramento.",2,1,1,scavo del 1931 Tomba 7
483,,02/03/2021,346816,40982,,Stuani-346816,43,457,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,6,,,,2.1,1.6,"Balsamario in vetro tipo Isings 26a con orlo estroflesso ingrossato, breve collo cilindrico, corpo globulare, fondo piano. Colore blu traslucido, superficie alterata per deterioramento.",2,1,1,scavo del 1931 Tomba 7
484,,24/12/2021,347482,54853,,Stuani-347482,43,457,1,20,66,108,Via F. Di Palma - Palazzine I.N.C.I.S.,30,30,4,-1,-50,11,5.2,,,,,,"Balsamario in vetro tipo De Tommaso 38/39 con orlo estroflesso, breve collo cilindrico, corpo piriforme, fondo piano. Colore verde azzurro traslucido, superficie alterata per deterioramento. Mancante dell'orlo.",3,1,1,scavo del 1936 
485,,28/03/2022,347483,54854,,Stuani-347483,43,457,1,20,66,108,Via F. Di Palma - Palazzine I.N.C.I.S.,30,30,4,-1,-50,11,6.5,,,,,,"Balsamario in vetro tipo De Tommaso 38 con orlo estroflesso tagliato, breve collo cilindrico, corpo piriforme, fondo piano. Colore blu traslucido, superficie alterata per deterioramento. Scheggiato sull’orlo.",3,1,1,scavo del 1936 
486,,02/12/2021,347484,54855,,Stuani-347484,43,457,1,20,66,108,Via F. Di Palma - Palazzine I.N.C.I.S.,30,30,4,-1,-50,11,5.3,,,,,,"Balsamario in vetro tipo De Tommaso 38 con orlo estroflesso tagliato, breve collo cilindrico, corpo piriforme, fondo piano. Colore blu traslucido, superficie alterata per deterioramento. Scheggiato sull’orlo.",2,1,1,scavo del 1936 
487,,09/09/2022,347485,54856,,Stuani-347485,43,457,1,20,66,108,Via F. Di Palma - Palazzine I.N.C.I.S.,30,30,4,-1,-50,11,4.2,,,,,,"Balsamario in vetro tipo De Tommaso 38 con orlo estroflesso tagliato, breve collo cilindrico, corpo piriforme, fondo piano. Vetro incolore, superficie alterata per deterioramento. Scheggiato sull’orlo.",2,1,1,scavo del 1936 
488,,12/01/2020,347487,54858,,Stuani-347487,43,457,1,20,66,108,Via F. Di Palma - Palazzine I.N.C.I.S.,30,30,4,-1,-50,11,,,,,,,"Balsamario tipo Graepler 611/19, orlo estroflesso a sezione triangolare, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra scrostata sull'orlo e sul collo. Intero.",11,1,1,scavo del 1936 
489,,03/08/2020,347488,54859,,Stuani-347488,43,457,1,20,66,108,Via F. Di Palma - Palazzine I.N.C.I.S.,30,30,4,-1,-50,11,,,,,,,"Balsamario tipo Graepler 611/19, orlo estroflesso a sezione triangolare, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra scrostata sull'orlo e sul collo. Intero.",11,1,1,scavo del 1936 
490,,19/02/2020,346421,27749,,Stuani-346421,43,457,1,20,67,108,Contrada S. Lucia - Villa Pepe,30,30,3,-41,-60,11,6.8,,,,1.8,2.7,"Balsamario in vetro tipo De Tommaso 39 con orlo estroflesso arrotondato, breve collo cilindrico, corpo piriforme, fondo piano. Colore nero traslucido, superficie alterata per deterioramento. ",2,1,1,scavo del 1885 
491,,23/01/2021,346422,27750,,Stuani-346422,43,457,1,20,67,108,Contrada S. Lucia - Villa Pepe,30,30,3,-41,-60,11,7,,,,2,2.3,"Balsamario in vetro tipo De Tommaso 5 con orlo estroflesso tagliato, breve collo cilindrico, corpo espanso schiacciato, fondo piano. Colore ambra traslucido, superficie alterata per deterioramento. Lacunoso sul corpo.",3,1,1,scavo del 1885 
492,,20/09/2021,346622,39007,,Stuani-346622,43,457,1,20,67,108,Via D. Alighieri,30,30,3,-41,-60,11,12.2,,,,3.4,3,"Balsamario tipo Graepler 611/19, orlo estroflesso a sezione triangolare, collo cilindrico, corpo ovoidale, fondo piano. Vernice nerastra sull'orlo e sul collo. Scheggiato sull'orlo e sul corpo.",2,1,1,scavo del 1927 
493,,20/01/2020,346623,39008,,Stuani-346623,43,457,1,20,67,108,Via D. Alighieri,30,30,3,-41,-60,11,7.7,,,,2.5,2.1,"Balsamario tipo Graepler 611/19, orlo estroflesso a sezione triangolare, collo cilindrico, corpo ovoidale, fondo piano. Vernice nerastra sull'orlo e sul collo. Scheggiato sull’orlo.",2,1,1,scavo del 1927 
494,,15/06/2022,346628,39013,,Stuani-346628,43,457,1,20,67,108,Via D. Alighieri,30,30,3,-41,-60,11,,,4.8,,,,"Balsamario in vetro tipo De Tommaso 6 con corpo sferico. Colore ambra traslucido, superficie alterata per deterioramento. Mancante dell’orlo.",3,1,1,scavo del 1927 
495,,15/02/2020,347551,60111,,Stuani-347551,43,457,1,20,67,108,Via F. Crispi,29,29,5,-50,-1,11,8.2,,,,2.1,1.7,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra sull'orlo e sul collo.",2,1,1,scavo del 1934 
496,,30/09/2021,347552,60112,,Stuani-347552,43,457,1,20,67,108,Via F. Crispi,29,29,5,-50,-1,11,10.3,,,,2.7,2.3,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice nerastra sull'orlo e sul collo.",2,1,1,scavo del 1934 
497,,26/03/2022,347553,60113,,Stuani-347553,43,457,1,20,67,108,Via F. Crispi,29,29,5,-50,-1,11,8,,,,2.1,1.7,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, corto collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra sull'orlo e sul collo.",2,1,1,scavo del 1934 
498,,16/10/2022,347554,60114,,Stuani-347554,43,457,1,20,67,108,Via F. Crispi,29,29,5,-50,-1,11,8.9,,,,2,2.1,"Balsamario tipo Graepler 611/19, orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale, fondo piano. Vernice rossastra sull'orlo e sul collo.",2,1,1,scavo del 1934 
