id,scheda,cmpd,nctn,inventario,suffisso,titolo,l3,l4,piano,sala,contenitore,comune,via,geonote,dtzgi,dtzgf,dtzs,dtsi,dtsf,dtm,materia,tecnica,misa,misl,mislu,misp,misd,deso,stcc,oss
483,,22/04/17,350204,65495,,Speira-350204,30,223,1,9,29,108,Viale Magna Grecia,"Contrada Carmine, Viale Magna Grecia ang. Corso Italia, da un deposito votivo",26,27,15,-310,-290,13,25,matrice,14,6.7,,,,"rilievo policromo rappresentante Polyboia stante su un podio, con chitone lungo e peplo sulle spalle dalla quale fuoriescono i capelli e la corona di foglie di edera. è gravitante sulla gamba sinistra, mentre la destra è leggermente sollevata lateralmente; il braccio destro è disteso sul fianco, la mano sinistra è sollevata e regge una patera. La testa è leggermente rivolta verso destra, i capelli sono sciolti e ricadono sulle spalle. Sulla superficie tracce di scialbatura. Lacunoso della parte inferiore; policromia evanida",3,scavo del 1950 
488,,22/08/16,350209,65887,,Speira-350209,30,223,1,9,29,108,Viale Magna Grecia,"Contrada Carmine, Viale Magna Grecia ang. Corso Italia, da un deposito votivo",26,27,15,-310,-290,13,25,matrice,12,7,,,,"rilievo policromo rappresentante Polyboia stante su un podio, con chitone lungo e peplo sulle spalle dalla quale fuoriescono i capelli e la corona di foglie di edera. è gravitante sulla gamba sinistra, mentre la destra è flessa; il braccio destro è leggermente piegato lungo fianco, in parte nascosto dal peplo, con la mano poggiante sul fianco; la mano sinistra è sollevata all'altezza del petto e regge una lira. La testa è leggermente sollevata e rivolta verso destra, i capelli sono sciolti e ricadono sulle spalle. Sulla superficie tracce di scialbatura e di colore rosa. Manca la parte inferiore delle gambe e la base. Policromia evanida",3,scavo del 1950 
499,,22/09/28,350220,65867,,Speira-350220,30,223,1,9,29,108,Viale Magna Grecia,"Contrada Carmine, Viale Magna Grecia ang. Corso Italia, da un deposito votivo",26,27,15,-310,-290,13,25,matrice,12,7,,,,"frammento di rilievo policromo rappresentante Polyboia stante, con chitone lungo e peplo sulle spalle. è gravitante sulla gamba destra, mentre la sinistra è flessa; il braccio destro è sollevato all'altezza del petto e probabilmente reggeva una cetra. lacunoso della testa, delle braccia e dei piedi. Sulla superficie tracce di scialbatura e di colore rosa. Mancante della parte inferiore delle gambe e della base; policromia evanida; superficie abrasa",3,scavo del 1950 
505,,22/08/29,350226,65888,,Speira-350226,30,223,1,9,29,108,Viale Magna Grecia,"Contrada Carmine, Viale Magna Grecia ang. Corso Italia, da un deposito votivo",26,27,15,-310,-290,13,25,matrice,13,7,,,,"rilievo policromo rappresentante Polyboia stante, con chitone lungo e peplo sulle spalle dalla quale fuoriescono i capelli e la corona di foglie di edera. è gravitante sulla gamba sinistra, mentre la destra è flessa; il braccio destro è disteso sul fianco, la mano sinistra è sollevata all'altezza del fianco e regge una cedra. La testa è frontale. Sulla superficie tracce di scialbatura e di colore rosa. Lacunoso della parte inferiore",3,scavo del 1950 
475,,22/05/13,350196,64812,,Speira-350196,30,223,1,9,29,108,Viale Magna Grecia,"Contrada Carmine, Viale Magna Grecia ang. Corso Italia, da un deposito votivo",26,27,15,-310,-290,13,25,matrice,16,7,,,,"rilievo policromo rappresentante Hyakinthos stante su alto podio, nudo, con corona di edera e himation ricadente sulle spalle. è gravitante sulla gamba destra, mentre la sinistra è flessa lateralmente; il braccio destro e disteso lungo il fianco, il braccio sinistro è sollevato all'altezza del petto e regge una cetra. La testa è frontale; i capelli sono sciolti e ricadono sulle spalle. Sulla superficie tracce di scialbatura e di colore rosa. Lacunoso di parte del podio; policromia evanida controllare n. inv.",3,scavo del 1950 
440,,22/08/05,350161,1752,,Speira-350161,44,615,1,9,28,108,,"Contrada Santa Lucia, Giardino Ramerino",26,26,2,-310,-301,23,25,matrice,8,,,,,"terracotta policroma rappresentante un'attrice comica, seduta, vestita di lungo chitone e copricapo. In braccio reca un neonato in fasce mentre si porta una mano sulla bocca. Superficie abrasa; policromia evanida. Mancante della base",3,scavo del 1885 
389,,22/05/03,350109,111611,,Speira-350109,44,615,1,9,26,108,via Principe Amedeo,,28,28,,-200,-101,13,25,matrice,36.5,14,,,,Terracotta policroma rappresentante una fanciulla che porta sulle spalle un Erote nel gioco dell'ephedrimos. La fanciulla è vestita di chitone con kolpos; il giovane è ricoperto solo in parte da un mantello che tuttavia lascia scoperte la parti pubiche. Il gruppo poggia su una base cilindrica dotata di grosso foro interno. Tracce di scialbatura sulla superficie; policromia evanida. Il soggetto maschile è mutilo del braccio destro.,3,scavo del 1958 Tomba 5
550,,22/08/30,350781,100436,,Speira-350781,46,706,1,9,22,108,via Icco,,26,27,15,-310,-290,13,25,matrice,8.2,1.2,,,,"Applique in terracotta dorata utilizzata per decorare letti funebri. Rappresenta una figura femminile ricoperta da un chitone e distesa su kline. Le sta di fianco un Erote in piedi e rivolto verso sinistra, con le braccia sollevate e la gamba sinistra rivolta all'indietro. Tracce di policromia di colore verdino e rosa. Mancante della testata destra della kline sotto i piedi della figura alata. Manca dalla vetrina per restauro",3,scavo del 1954 Tomba 11
84,,22/10/12,349060,54811,,Speira-349060,4,44,1,9,22,108,via Nettuno,,26,27,15,-310,-290,13,25,matrice,,1.2,,,,Minuscola rosetta a dieci petali con foro centrale. Lacunoso della porzione centrale. Doratura in gran parte caduta. La rosetta va associata ad uno dei pendenti con figura di nike stante che costituiva un orecchino (nn. Inv. 54800-54801) Manca dalla vetrina per restauro.,3,scavo del 1939 Tomba 1
260,,22/08/18,349966,54812,,Speira-349966,4,44,1,9,22,108,via Nettuno,,26,27,15,-310,-290,13,25,matrice,,1.2,,,,Minuscola rosetta a dieci petali con foro centrale. Lacunoso della porzione centrale. Doratura in gran parte caduta. La rosetta va associata ad uno dei pendenti con figura di nike stante che costituiva un orecchino (nn. Inv. 54800-54801) Manca dalla vetrina per restauro.,3,scavo del 1939 Tomba 1
382,,22/06/22,350102,126263,,Speira-350102,44,615,1,9,26,108,Via Friuli 8,,27,27,,-300,-201,13,25,matrice,11.3,4,,,,Terracotta policroma rappresenta una figura femminile stante sulla gamba destra mentre la sinistra è flessa; la testa è leggermente piegata a destra. Indossa un chitone e un himation che nasconde le braccia e gli sovrasta il capo lasciando scoperta solo la faccia. Piccola lacuna in corrispondenza dell'anca destra; priva di base. Policromia evanida.,3,scavo del 1966 Tomba n. 3
348,,22/05/14,350068,101664,,Speira-350068,44,615,1,9,25,108,via Sardegna,,27,27,2,-210,-201,13,25,matrice,16.2,5,,,,"terracotta policroma rappresentante una figura femminile nuda e seduta. Le braccia sono entrambe piegate; la testa, rivolta di tre quarti verso destra, presenta una capigliatura a melonfrisur. Tracce di colore rosso sulla capigliatura e di scialbatura sul corpo. Supporto ricostruito; braccio destro mancante; Policromia evanida.",3,scavo del 1955 Tomba 681
555,,22/02/23,350786,100444,,Speira-350786,46,706,1,9,22,108,via Icco,,26,27,15,-310,-290,13,25,matrice,6.5,7,,,,"Appliques in terracotta dorata utilizzate per decorare letti funebri. Rappresenta un guerriero, armato di scudo ed in ginocchio, nell'atto di difendersi con la spada che tiene alzata da un grifo. La figura del guerriero è mutila del piede destro. Tracce di doratura e di colore verdino. Manca dalla vetrina per restauro",3,scavo del 1954 Tomba 11
542,,22/06/10,350773,54798,,Speira-350773,46,706,1,9,22,108,via Nettuno,,26,27,15,-310,-290,13,25,matrice,6.8,10.9,,,,"Applique in terracotta dorata utilizzata per decorare letti funebri. Rappresenta un leone incedente verso sinistra, al di sopra di una base lunga e sottile. La zampa destra è sollevata; i dettagli anatomici e la criniera sono resi accuratamente; un foro attraversa la spalla. Doratura conservata; estremità della zampa destra mancante. Manca dalla vetrina per restauro.",3,scavo del 1939 Tomba 1
530,,22/08/05,350761,100438,,Speira-350761,46,706,1,9,22,108,via Icco,,26,27,15,-310,-290,13,25,matrice,7.5,14,,,,Applique in terracotta dorata utilizzata per decorare letti funebri. Rappresenta una figura femminile con il busto scoperto e distesa su kline. Le sta davanti un Erote mutilo di un'ala. Manca dalla vetrina per restauro,3,scavo del 1954 Tomba 11
532,,22/09/26,350763,100441,,Speira-350763,46,706,1,9,22,108,via Icco,,26,27,15,-310,-290,13,25,matrice,7,14.5,,,,"Applique in terracotta dorata utilizzata per decorare letti funebri. Rappresenta una figura femminile con il busto scoperto e distesa su kline, nell'atto di offrire qualcosa di imprecisato ad una fiera che poggia le zampe anteriori sulle ginovcchia della donna. Ben conservata la doratura; tracce di colore verdino sulla kline. La figura femminile è acefala. Manca dalla vetrina per restauro",3,scavo del 1954 Tomba 11
446,,22/09/06,350167,17596,,Speira-350167,44,615,1,9,28,108,,,27,27,,-300,-201,13,25,matrice,21,22,,,,"antefissa fittile raffifurante un attore con maschera fliacica. La maschera, probabilmente rappresentante uno schiavo della commedia, è grottesca e molto espressiva. La fronte è corrugata, le sopracciglia, segmentate, sono aggrottate; gli occhi fuoriescono dalle orbite e hanno lo sguardo rivolto a destra. Nella bocca, enorme, spalancata e ricoperta di baffi, è visibile all'interno una bocca più piccola, appartenente all'attore che indossa la maschera. I capelli ricadono all'altezza delle orecchie. Lacunoso dell'angolo inferiore destro; scheggiature lungo il bordo e sul naso; superficie abrasa",3, 
82,,22/01/14,349051,54800,,Speira-349051,4,44,1,9,22,108,via Nettuno,,26,27,15,-310,-290,13,25,matrice,4,,,,,"pendente in terracotta dorata raffigurante una figura femminile stante, quasi certamente una Nike, vestita di lungo chitone con ampio apoptygma, in atto di volare verso il basso. La gamba destra è incrociata alla sinistra. L'ala sinistra, in gran parte frammentaria, risulta sollevata. La Nike, come l'esemplare n. 54801, doveva essere associato ad una rosetta a formare il pendente di un orecchino (nn. Inv. 54811-54812). Lacunoso dell'intero braccio sinistro con relativa ala e della gamba sinistra. Doratura quasi del tutto caduta.",3,scavo del 1939 Tomba 1
368,,22/06/11,350088,1719,,Speira-350088,44,615,1,9,26,108,,,26,27,15,-310,-290,23,25,matrice,11,,,,,"terracotta policroma a forma di cagnolino dal lungo pelo. Ha la testa ed il muso sollevati, le orecchie diritte. Le zampe sono mancanti. Ad eccezione di quella posteriore sinistra. Privo anche della coda.",3, 
359,,22/09/13,350079,123841,,Speira-350079,44,615,1,9,26,108,Via Dante Alighieri,,26,27,15,-310,-290,13,25,matrice,16.3,11.5,,,,"terracotta policromarappresentante un adolescente accompagnato da una divinità femminile, entrambi stanti su un carro trainato da galli. Residui di policromia bianco, rossa e verde. Policromia evanida; superficie abrasa; divinità mancante del braccio destro; restaurata. Numero in vetrina sbagliato (4.1 anzichè 4.5)",3,scavo del 1965 Tomba 28
403,,22/05/19,350123,25911,,Speira-350123,4,42,1,9,27,108,Viale Virgilio,"Contrada Corti vecchie, Viale Virgilio",26,26,2,-310,-301,13,25,matrice,,,,,,"orecchino in terracotta dorata a navicella. Disco con filo godronato lungo il bordo e rosetta centrale rilevata; navicella a corpo liscio, con Nikai sedute alle estremità e rosette lungo il margine inferiore; pendenti ad anforetta stilizzta con resti degli agganci in filo bronzeo. Frammentario; non ricomponibile",3,scavo del 1932 
372,,22/03/14,350092,13284,,Speira-350092,44,615,1,9,26,108,,Arsenale Militare,27,27,1,-300,-290,13,25,matrice,12.3,5.7,,,,"Terracotta policroma rappresentante una fanciulla che porta sulle spalle unn'altra fanciulla nel gioco dell'ephedrimos Le donne indossano ampi e ricchi vestiti; la fanciulla sulle spalle reca nella mano, poggiata sulla spalla destra della fanciulla cha la regge, un frutto? Tracce di scialbatura sulla superficie. Superficie scrostrata in corrispondenza della parte addominale; scheggiata in più punti. Restaurata.",10,scavo del 1912 Tomba 150
140,,22/02/27,349832,54358,A,Speira-349832,44,615,1,8,20,222,,Egnazia,27,27,1,-300,-290,13,25,matrice,7.1,,6.9,,,"terracotta policroma rappresentante un'oca. Corpo globulare con penne rettrici divise tra una parte superiore e una inferiore; la testa è girata verso sinistra; i particolari della testa sono appena accennati; sul lato inferiore son visibili due fori per l'inserimento delle zampe. Sul corpo, tracce di scialbatura. Reintegrato in parte; lacunoso di parte del becco e dell'ala destra; lesionato. Sull'inventario il numero è senza la lettera a",10,scavo del 1939 
438,,22/03/11,350159,58559,,Speira-350159,44,615,1,9,28,108,,Via C. Battisti,26,26,2,-310,-301,13,25,matrice,9.5,2.8,5,,,"terracotta policroma rappresentante un attore comico della commedia fliacica. Ha la barba liscia a punta, grandi occhi e arti inferiori uniti. La mano destra è davanti al petto, la sinistra poggiata sul fianco. Le braccia e il corpo sono avvolti in un mantello attillato, un lembo del quale pende dal braccio sinistro. Indossa un copricapo sul quale si alzano due corna. Sul retro, piccolo sfiatatoio. Sul viso tracce di colore rosso. Policromia evanida. Copricapo e piedi restaurati.",10,scavo del 1952 Tomba 2
437,,22/02/01,350158,58558,,Speira-350158,44,615,1,9,28,108,,Via C. Battisti,26,26,2,-310,-301,13,25,matrice,9,2.6,5.1,,,"terracotta policroma rappresentante un attore comico della commedia fliacica. Ha la barba liscia a punta, grandi occhi e arti inferiori uniti. La mano destra è davanti al petto, la sinistra poggiata sul fianco. Le braccia e il corpo sono avvolti in un mantello attillato, un lembo del quale pende dal braccio sinistro. Indossa un copricapo sul quale si alzano due corna. Sul retro, piccolo sfiatatoio. Sul viso tracce di colore rosso. Policromia evanida. Copricapo restaurato",10,scavo del 1952 Tomba 2
319,,22/06/16,350039,22797,,Speira-350039,43,451,1,9,24,108,viale Jonio,,27,27,,-300,-201,13,25,matrice,27.1,17.3,,,,"askos sovraddipinto. Contenitore per acqua calda di forma anatomica/scudiforme, con parete convessa. Labbro a campanula risparmiato dalla vernice; anse a sezione rettangolare sormontati collo e spalla. Sul collo, collana di pendenti sovraddipinti in bianco-giallino e una spirale longitudinale graffita. Lacunoso di parte del bordo; privo di un'ansa riscostruita; vernice evanida su collo e ansa.",10,scavo del 1958 
268,,22/06/12,349988,4080,,Speira-349988,44,615,1,9,23,108,,Arsenale Militare,26,26,9,-325,-301,13,25,matrice,31.2,,,,,"Gruppo fittile poggiante su base rettangolare e rappresentante Afrodite con Eros sulle spalle. La dea è nuda e regge il manto con la mano sinistra, mentre le scivola lungo le gambe. Ha un diadema sul capo, orecchini e alto chignon sulla nuca. Eros ha le gambe flesse e le braccia che quasi circondano la testa della divinità, grandi ali e una capigliatura raccolta sulla sommità e scendente sulle spalle. Ricomposto da frammenti. in alcuni punti restaurata",10,scavo del 1909 Tomba 302
141,,22/03/09,349833,54358,B,Speira-349833,44,615,1,8,20,222,,Egnazia,27,27,1,-300,-290,13,25,matrice,,,,,,"terracotta policroma rappresentante un'oca. Privo di testa, sul corpo sono visibili tracce di scialbatura. Non presente sugli invv.",10,scavo del 1939 
533,,22/05/01,350764,100445,,Speira-350764,46,706,1,9,22,108,via Icco,,26,27,15,-310,-290,13,25,matrice,6.5,10.5,,,,Appliques in terracotta dorata utilizzate per decorare letti funebri rappresentante un grifo alato. Doratura evanida. Piccole tracce di restauro. Manca dalla vetrina per restauro,10,scavo del 1954 Tomba 11
531,,22/05/22,350762,100440,,Speira-350762,46,706,1,9,22,108,via Icco,,26,27,15,-310,-290,13,25,matrice,8,11,,,,"Appliques in terracotta dorata utilizzate per decorare letti funebri. Riproduce una figura femminile seduta su una roccia. Ha il busto nudo mentre la parte inferiore è coperta dal mantello. È in atto di suonare la lira che appare incompleta nella parte inferiore. Piiccola frattura all'altezza del ginocchio, relativa al panneggio o ad un'altra figura. Tracce di policromia rosa e verdino sulla roccia. Lieve restauro. Manca dalla vetrina per restauro",10,scavo del 1954 Tomba 11
541,,22/03/13,350772,54797,,Speira-350772,46,706,1,9,22,108,via Nettuno,,26,27,15,-310,-290,13,25,matrice,6.9,11.8,,,,"Appliques in terracotta dorata utilizzate per decorare letti funebri. Rappresenta un cavallo seduto sulle zampe anteriori. Zampa destra anteriore restaurata. Verificare se, come nella foto di Ambrosini, è: mutila della zampa posteriore sinistra e della punta delle ali. Doratura mal conservata. Manca dalla vetrina per restauro.",10,scavo del 1939 Tomba 1
552,,22/09/07,350783,100439,,Speira-350783,46,706,1,9,22,108,via Icco,,26,27,15,-310,-290,13,25,matrice,7.5,13,,,,"Applique in terracotta dorata utilizzata per decorare letti funebri. Rappresenta una figura maschile distesa su kline. Ha il petto completamente scoperto mentre il mantello, avvolto sul braccio sinistro, gli copre la parte inferiore. Al lato, una colonnina con sopra un cratere a calice. Ha nella mano destra un rython. Tracce di policromia verdino sulla kline. Doratura evanide e annaerita in alcuni punti. Manca dalla vetrina per restauro",10,scavo del 1954 Tomba 11
556,,22/08/06,350787,100446,,Speira-350787,46,706,1,9,22,108,via Icco,,26,27,15,-310,-290,13,25,matrice,6.5,10.5,,,,Appliques in terracotta dorata utilizzate per decorare letti funebri rappresentante un grifo alato nell'atto di spiccare un salto. Sostegno di rinforzo all'altezza delle zampe anteriore a forma di palmetta. Zampa sinistra mutila; incompleta la fascia di base. Doratura evanida.Tracce di restauro. Manca dalla vetrina per restauro,10,scavo del 1954 Tomba 11
136,,22/01/17,349828,54350,,Speira-349828,44,615,1,8,20,222,,Egnazia,27,27,1,-300,-290,13,25,matrice,10.3,,11.6,,,"terracotta policroma rappresentante una coppia su kline decorata ai due lati con fulcra forse a forma di protome di cigno, con un drappeggio teso ai piedi e coperta da un materasso con due cuscini sovrapposti sulla testata destra. La coppia è rappresentata nell'atto di abbracciarsi e baciarsi. La donna, seduta anteriormente e a destra, è rappresentata di spalle con un'accentuata torsione del busto e il braccio destro intorno al collo dell'uomo; la gamba sinistra è fuori dal kline e poggia per terra mentre la destra è sul kline; reca un hymation avvolto intorno alla parte inferiore del corpo e un'acconciatura a melone con corona di foglie di edera. La figura maschile è recumbente e nuda, appoggiata sui cuscini; nella mano sinistra regge la cetra, con la mano destra cinge la nuca della figura femminile; il ginocchio sinistro è piegato e sporgente; sull'inguine è leggibile un lembo del mantello. Visibili tracce di scialbatura e di policromia: rosa per il mantello della donna, lilla per il materasso e i cuscini, giallo per la cetra, bruno per i capelli e forse grigio-celeste per il drappeggio davanti al piede destro del kline. Parte anteriore ottenuta a matrice; retro lavorato a mano con piccolo sfiatatoio circolare. Ricomposto da frammenti; lacunoso della corona e del piede destro della figura femminile; colori evanidi",6,scavo del 1939 
125,,22/01/14,349817,54372,,Speira-349817,44,615,1,8,20,222,,Egnazia,27,27,1,-300,-290,13,25,matrice,28.2,11.4,11.6,,,"terracotta policroma rappresentante una fIgura femminile. Su base quadrangolare e in posizione stante e frontale, gravitante sulla gamba destra mentre la sinistra è flessa e spostata lateralmente; veste con lungo chitone e mantello intorno alle anche e alle cosce, drappeggiato nella prate superiore del corpo e con i lembi ricadente sulle spalle; le braccia, nude, sono alzate in atto di preghiera. Visibili sulla superficie tracce di scalbatura, sulla capigliatura tracce di colore rosso, su chitone e himatione di colore rosa. Parte anteriore ottenuta a matrice; parte posteriore con sfiatatoio ovale sul retro; testa, braccia e lembo applicati. Frammentario e lacunoso delle mani e del lembo. In parte reintegrato",6,scavo del 1939 
473,,22/05/15,350194,65847,,Speira-350194,30,223,1,9,29,108,Viale Magna Grecia,"Contrada Carmine, Viale Magna Grecia ang. Corso Italia, da un deposito votivo",26,27,15,-310,-290,13,25,matrice,7.7,6.5,,,,"rilievo policromo rappresentante Hyakinthos stante su alto podio, nudo, con corona di edera e himation ricadente sulle spalle. è gravitante sulla gamba sinistra, mentre la destra è flessa; il braccio destro e disteso lungo il fianco, il braccio sinistro è sollevato all'altezza del petto e regge una lira. La testa è leggermente rivolta verso sinistra; i capelli sono sciolti e ricadono sulle spalle. Sulla superficie tracce di scialbatura e di colore rosa. Parzialmente ricomposto; policromia evanida controllare n. inv.",6,scavo del 1950 
461,,22/09/20,350182,4108,,Speira-350182,9,71,1,9,29,108,,"Contrada Solito, Masseria Tesoro",26,26,,-400,-301,23,25,matrice,17,17,,,,tabella fittile votiva a forma di naiskos (tempietto) sostenuto da colonne ioniche; all'interno diue protomi equine affrontate e con i musi ravvicinati. Le creste sono trattate schematicamente. Ricomposta da frammenti; lacunosa della colonna destra,6,scavo del 1914 
138,,22/05/06,349830,54366,,Speira-349830,44,615,1,8,20,222,,Egnazia,27,27,1,-300,-290,13,25,matrice,12.2,5,,,,"terracotta policroma rappresentante un attore del dramma satiresco (Pappasilenos?) stante e in posizione frontale. Indossa un chitone e un corto mantello che avvolge il corpo, le braccia e la testa, ricadendo con un'estremità dietro la spalla sinistra. Il braccio destro è alzato verso la barba, quello sinistro, disteso, regge il mantello. La pancia è prominente; il capo mostra una lieve torsione a destra e presenta tratti silenici, con occhi piccoli, naso camuso, larga bocca semiaperta con labbro inferiore carnoso, barba lunga e riccia, sopracciglia alzate e triangolari. Visibili tracce di scialbatura e di policromia: rosa per il gomito sinistro, rosso per le labbra e forse il viso, grigio scuro per il chitone. Ottenuto da due matrici di cui è visibile il punto di giunzione. Ricomposto in parte; policromia evanida",6,scavo del 1939 
131,,22/01/25,349823,54368,,Speira-349823,44,615,1,8,20,222,,Egnazia,27,27,1,-300,-290,13,25,matrice,19.5,,,,,"terracotta policroma rappresentante una figura femminile panneggiata e stante. Indossa lungo chitone, con apoptygma che arriva fin sotto le ginocchia, e di mantello che avvolge tutto il corpo, inclusa la testa. Il lato sinistro del mantello è sollevato dalla mano sinistra, formando così una serie di pieghe che lascia intravedere il chitono. Il braccio destro è abbassato. Acconciatura molto larga: porta grandi orecchini. Visibili sulla superficie tracce di scialbatura e di rosa chiaro sulla pelle. Parte anteriore ottenuta a matrice; retro con sfiatatoio ovale fatto a mano. Frammentario; reintegrato in parte; lacunoso della crocchia dei capelli e delle mani; colori evanidi",6,scavo del 1939 
132,,22/05/03,349824,54361,,Speira-349824,44,615,1,8,20,222,,Egnazia,27,27,1,-300,-290,13,25,matrice,24,,,,,"terracotta policroma rappresentante una figura femminile nuda e seduta con le gambe accostate; ai piedi porta calzari chiusi con suola distinta. Le braccia sono entrambe piegate vicino al corpo; la testa, rivolta di tre quarti verso sinistra, presenta una capigliatura a melonfrisur con crocchia alta, qui mancante, e orecchini a calice. Al di sotto dei glutei è presente un foro circolare per l'inserzione di un sostegno in materiale deperibile. Visibili sulla capigliatura tracce di colore rosso e sul corpo tracce di scalbatura. Il corpo è ottenuto da due matrici di cui è visibile il punto di giunzione; braccia e testa sono applicate. Frammentario; reintegrato in parte; lacunoso della crocchia dei capelli e delle mani; colori evanidi",6,scavo del 1939 
126,,22/10/23,349818,54360,,Speira-349818,44,615,1,8,20,222,,Egnazia,27,27,1,-300,-290,13,25,matrice,28.1,,,,,"terracotta policroma rappresentante una fIgura femminile. In posizione stante e frontale, gravitante sulla gamba destra mentre la sinistra è flessa e spostata lateralmente; veste con lungo chitone e himation che, coprendo le braccia, arriva all'altezza delle ginocchia; la mano destra stringe la stoffa davanti all'anca sinistra, creando pieghe a ventaglio; dalla mano sinistra piegata scende un largo lembo dell'himation coperto dal mantello. Visibili sulla superficie tracce di scialbatura, sulla capigliatura tracce di colore rosso, sul mantellodi colore grigio-azzurro, sulle braccia di rosa. Parte anteriore ottenuta a matrice; parte posteriore con sfiatatoio ovale sul retro; parte dell'himation applicati. Ricomposta da frammenti; in molti punti visibili integrazioni in gesso. Superficie abrasa.",6,scavo del 1939 
444,,22/06/28,350165,106033,,Speira-350165,44,615,1,9,28,108,via Abruzzo,,26,27,15,-310,-290,13,25,matrice,11.1,5,,,,"terracotta policroma rappresentante un personaggio grottesco identificabile con uno schiavo, sovraccarico di cesti e panieri con l'aggiunta di una figuretta di cagnolino che si eleva su tutto. Ricomposta da alcuni frammenti. Mancante di un frammento sul lato sinistro all'altezza del volto della figura. Policromia evanida",6,scavo del 1956 Tomba 1
2,,22/08/16,345278,196937,,Speira-345278,44,615,1,7,7,108,Via Marche,,26,26,5,-350,-301,13,25,matrice,13,8.5,,,,"terracotta policroma rappresentante una Nike alata seduta su una cassapanca. È seduta sul lato sinistro e in posizione obliqua; indossa un basso copricapo cilindrico che lascia intravedere una pettinatura ripartita al centro della fronte. Indossa un lungo chitone e un himation poggiato su entrambe le braccia. Ha il braccio destro proteso in avanti, con il palmo della mano aperto e rivolto verso l'alto. Le ali sono dispiegate. La terracotta forma un gruppo fittile con la scimmia accovacciata alla sua destra n. inv. 196938. Tracce di scialbatura sulla superficie Braccio destro e ala destra ricomposto da due frammenti; policromia evanida.",6,scavo del 1994 Tomba n. 62
388,,22/09/14,350108,208403,,Speira-350108,44,615,1,9,26,108,via O. Argentina,,28,28,,-200,-101,13,25,matrice,9.7,10,,,,"Terracotta policroma rappresentante una donna che allatta un neonato. Poggia su una piccola base cilindrica con cornice superiore e inferiore aggettanti. La donna ha i capelli acconciati a melone, raccolti posteriormente in un krokylos. Il volto, inclinato a destra, ha tratti regolari ben distinguibili e collo lungo. E' stante, indossa un himation che scende dalle spalle coprendo la parte inferiore del corpo e un chitone lungo che le copre la spalla destra, mentre la sinistra è scoperta insieme al seno al quale è attaccato il neonato, circondato dal braccio destro della donna. Retro non rifinito con foro di sfiato rettangolare. Tracce di scialbatura bianca sulla superficie. Policromia evanida. Testa e collo ricomposti.",6,scavo del 1946 Tomba n. 29
330,,22/06/08,350050,112383,,Speira-350050,44,615,1,9,25,108,via Tirrenia,,27,27,3,-261,-240,13,25,matrice,22.5,22,,,,terracotta policroma rappresentante un busto femminile offerente. Il capo è coperto di cuffia a a maglie e reca sulla fronte un diadema decorato da roselline centrali e foglie di edera laterali. Ricomposta da più frammenti; lacunoso; policromia evanida.,6,scavo del 1958 Tomba n. 15
454,,22/08/24,350175,4122,,Speira-350175,9,71,1,9,29,108,,"Contrada Solito, Masseria Tesoro",26,26,,-400,-301,13,25,matrice,22,18.5,,,,"tabella fittile votiva a forma di naiskos (tempietto); all'interno i Dioscuri (Castore e Polluce) recumbenti a banchetto, con le gambe coperte da un manto e con una patera ombelicata nella mano destra. , ai due lati, due anfore sacre. Lacunoso della parte superiore sinistra, dove erano probabilmente le teste dei due cavalli, e di una porzione in basso a sinistra. Ricomposto da frammenti e parzialmente reintegrato",6,scavo del 1914 
453,,22/04/19,350174,4126,,Speira-350174,9,71,1,9,29,108,,"Contrada Solito, Masseria Tesoro",26,26,,-400,-301,13,25,matrice,31.5,28.5,,,,"tabella fittile votiva a forma di naiskos (tempietto) con colonne ioniche scanalate e poggiante su un base. In due gruppi contrastanti sono rappresentati i Dioscuri (Castore e Polluce), nudi e con clamide svolazzante annodata sul petto, nell'atto di rapire le figlie di Leucippo, coperte da larghe vesti mentre cercano di fuggire. Ricomposto da frammenti; reintegrato in parte",10,scavo del 1914 
458,,22/06/16,350179,4118,,Speira-350179,9,71,1,9,29,108,,"Contrada Solito, Masseria Tesoro",26,26,,-400,-301,13,25,matrice,26,23,,,,tabella fittile votiva a forma di naiskos (tempietto) sorretto da colonne; all'interno i Dioscuri (Castore e Polluce) raffigurati a cavallo sopra una tavola imbandita con ai lati due vasi sacri. Ricomposto da frammenti; reintegrato in buona parte,9,scavo del 1914 
457,,22/10/15,350178,4111,,Speira-350178,9,71,1,9,29,108,,"Contrada Solito, Masseria Tesoro",26,26,,-400,-301,13,25,matrice,32,26.5,,,,"tabella fittile votiva a forma di naiskos (tempietto). All'interno i Dioscuri (Castore e Polluce) sono rappresentati di profilo, in piedi su un cocchio trainato da quattro cavalli. Uno tiene la palma in mano e con l'altra abbraccia il compagno; l'altro guida il cocchio. Reintegrato.",9,scavo del 1914 
384,,22/01/08,350104,124608,,Speira-350104,44,615,1,9,26,108,Via Dante Alighieri,,27,28,15,-210,-190,13,25,matrice,8,9.7,,,,terracotta policroma rappresentante un toro antecedente verso destra e con la testa frontale. Ricomposta da frammenti e restaurata. Policromia evanida,4,scavo del 1965 Tomba n. 2
